Run	Real_ratio	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.1737	CDS	369777	29989694	126620	34.24	8749714	29.18	1.1737	0	0	0	
0	1.0677	DNAseI_hypersensitive_site	369777	29989694	51679	13.98	3925647	13.09	1.0677	0	0	0	
0	2.4161	DNA_replication_origin	369777	29989694	30676	8.30	1029714	3.43	2.4161	0	0	0	
0	1.1120	exon	369777	29989694	170485	46.10	12434398	41.46	1.1120	0	0	0	
0	1.0853	five_prime_UTR	369777	29989694	11213	3.03	837914	2.79	1.0853	0	0	0	
0	1.1366	gene	369777	29989694	221190	59.82	15782579	52.63	1.1366	0	0	0	
0	1.1127	mRNA	369777	29989694	237910	64.34	17340515	57.82	1.1127	0	0	0	
0	1.8390	miRNA	369777	29989694	207	0.06	9129	0.03	1.8390	0	0	0	
0	0.9709	ncRNA	369777	29989694	2173	0.59	181523	0.61	0.9709	0	0	0	
0	1.1525	protein	369777	29989694	190551	51.53	13409228	44.71	1.1525	0	0	0	
0	0.2467	pseudogene	369777	29989694	684	0.18	224819	0.75	0.2467	0	0	0	
0	0.2682	pseudogenic_exon	369777	29989694	684	0.18	206803	0.69	0.2682	0	0	0	
0	0.2467	pseudogenic_transcript	369777	29989694	684	0.18	224819	0.75	0.2467	0	0	0	
0	0.7702	satellite	369777	29989694	17911	4.84	1886011	6.29	0.7702	0	0	0	
0	0.0000	snoRNA	369777	29989694	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.3825	tRNA	369777	29989694	72	0.02	15268	0.05	0.3825	0	0	0	
0	1.1063	three_prime_UTR	369777	29989694	17734	4.80	1300010	4.33	1.1063	0	0	0	
0	0.6545	transposable_element	369777	29989694	40598	10.98	5030647	16.77	0.6545	0	0	0	
0	0.8754	transposable_element_gene	369777	29989694	18136	4.90	1680274	5.60	0.8754	0	0	0	
0	0.6524	transposon_fragment	369777	29989694	39442	10.67	4902935	16.35	0.6524	0	0	0	
0	0.9339	open_chromatin_state_1	369777	29989694	39248	10.61	3408352	11.37	0.9339	0	0	0	
0	1.4909	open_chromatin_state_2	369777	29989694	55857	15.11	3038457	10.13	1.4909	0	0	0	
0	1.2151	open_chromatin_state_3	369777	29989694	46056	12.46	3074094	10.25	1.2151	0	0	0	
0	0.9391	open_chromatin_state_4	369777	29989694	54552	14.75	4711398	15.71	0.9391	0	0	0	
0	1.1245	open_chromatin_state_5	369777	29989694	60425	16.34	4357975	14.53	1.1245	0	0	0	
0	0.9773	open_chromatin_state_6	369777	29989694	39379	10.65	3267971	10.90	0.9773	0	0	0	
0	1.1070	open_chromatin_state_7	369777	29989694	42119	11.39	3085831	10.29	1.1070	0	0	0	
0	0.6419	open_chromatin_state_8	369777	29989694	18850	5.10	2381600	7.94	0.6419	0	0	0	
0	0.4046	open_chromatin_state_9	369777	29989694	13291	3.59	2663909	8.88	0.4046	0	0	0	
1	1.1737	CDS	430882	29928589	138387	32.12	8737947	29.20	1.1001	0	0	1	*****
1	1.0677	DNAseI_hypersensitive_site	430882	29928589	54585	12.67	3922741	13.11	0.9665	0	0	1	*****
1	2.4161	DNA_replication_origin	430882	29928589	20068	4.66	1040322	3.48	1.3399	0	0	1	*****
1	1.1120	exon	430882	29928589	206174	47.85	12398709	41.43	1.1550	1	0	0	
1	1.0853	five_prime_UTR	430882	29928589	13448	3.12	835679	2.79	1.1178	1	0	0	
1	1.1366	gene	430882	29928589	247013	57.33	15756756	52.65	1.0889	0	0	1	*****
1	1.1127	mRNA	430882	29928589	279886	64.96	17298539	57.80	1.1238	1	0	0	
1	1.8390	miRNA	430882	29928589	0	0.00	9336	0.03	0.0000	0	0	1	*****
1	0.9709	ncRNA	430882	29928589	6328	1.47	177368	0.59	2.4781	1	0	0	*****
1	1.1525	protein	430882	29928589	208214	48.32	13391565	44.75	1.0800	0	0	1	*****
1	0.2467	pseudogene	430882	29928589	395	0.09	225108	0.75	0.1219	0	0	1	
1	0.2682	pseudogenic_exon	430882	29928589	395	0.09	207092	0.69	0.1325	0	0	1	
1	0.2467	pseudogenic_transcript	430882	29928589	395	0.09	225108	0.75	0.1219	0	0	1	
1	0.7702	satellite	430882	29928589	22908	5.32	1881014	6.29	0.8459	1	0	0	*****
1	0.0000	snoRNA	430882	29928589	0	0.00	2174	0.01	0.0000	0	1	0	
