Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	2x	open_chromatin_state_5	10119.0	11240.1	.
1	2x	open_chromatin_state_5	21093.6	58007.7	0
2	2x	open_chromatin_state_5	46727.7	128801.9	0
3	2x	open_chromatin_state_5	30662.5	97142.2	0
4	2x	open_chromatin_state_5	35153.4	96690.6	0
5	2x	open_chromatin_state_5	30527.2	110300.7	0
6	2x	open_chromatin_state_5	31880.0	86342.1	0
7	2x	open_chromatin_state_5	45979.2	125321.1	0
8	2x	open_chromatin_state_5	11441.2	13347.8	0
9	2x	open_chromatin_state_5	10456.9	17195.0	0
10	2x	open_chromatin_state_5	27117.9	70850.7	0
11	2x	open_chromatin_state_5	61575.8	143958.1	0
12	2x	open_chromatin_state_5	27203.1	94052.1	0
13	2x	open_chromatin_state_5	19981.1	35414.0	0
14	2x	open_chromatin_state_5	26527.3	99539.6	0
15	2x	open_chromatin_state_5	42962.8	130377.7	0
16	2x	open_chromatin_state_5	25730.6	95412.6	0
17	2x	open_chromatin_state_5	31951.3	92695.5	0
18	2x	open_chromatin_state_5	21767.3	71527.7	0
19	2x	open_chromatin_state_5	37086.9	109450.7	0
20	2x	open_chromatin_state_5	31995.8	106234.9	0
21	2x	open_chromatin_state_5	27662.0	104410.9	0
22	2x	open_chromatin_state_5	24198.2	67982.4	0
23	2x	open_chromatin_state_5	24661.8	62762.1	0
24	2x	open_chromatin_state_5	8962.6	22857.1	1
25	2x	open_chromatin_state_5	27766.1	88102.2	1
26	2x	open_chromatin_state_5	24672.0	70640.8	1
27	2x	open_chromatin_state_5	14056.8	36616.2	1
28	2x	open_chromatin_state_5	36065.6	104796.5	1
29	2x	open_chromatin_state_5	7293.7	10057.4	2
30	2x	open_chromatin_state_5	28246.1	77612.7	2
31	2x	open_chromatin_state_5	23368.1	78470.5	2
32	2x	open_chromatin_state_5	34248.4	103311.4	2
33	2x	open_chromatin_state_5	52254.8	139698.7	2
34	2x	open_chromatin_state_5	39943.7	116599.3	2
35	2x	open_chromatin_state_5	44970.0	127486.1	2
36	2x	open_chromatin_state_5	26541.6	80365.5	2
37	2x	open_chromatin_state_5	32609.7	111598.7	2
38	2x	open_chromatin_state_5	22243.9	71228.2	2
39	2x	open_chromatin_state_5	37845.2	123139.8	2
40	2x	open_chromatin_state_5	7816.4	14959.0	3
41	2x	open_chromatin_state_5	14003.2	27309.7	3
42	2x	open_chromatin_state_5	27417.2	104504.1	3
43	2x	open_chromatin_state_5	46597.8	122810.0	3
44	2x	open_chromatin_state_5	19131.5	70438.8	3
45	2x	open_chromatin_state_5	33078.1	110282.2	3
46	2x	open_chromatin_state_5	24631.2	78746.9	3
47	2x	open_chromatin_state_5	25702.1	70457.6	3
48	2x	open_chromatin_state_5	9382.4	15819.9	4
49	2x	open_chromatin_state_5	37418.3	85791.0	4
50	2x	open_chromatin_state_5	16386.7	33879.6	4
51	2x	open_chromatin_state_5	47462.7	110245.0	4
52	2x	open_chromatin_state_5	26803.5	93562.0	4
53	2x	open_chromatin_state_5	36668.3	124103.4	4
54	2x	open_chromatin_state_5	26341.5	97654.9	4
55	2x	open_chromatin_state_5	8520.5	16061.7	5
56	2x	open_chromatin_state_5	31293.4	85058.9	5
57	2x	open_chromatin_state_5	14975.8	43808.6	5
58	2x	open_chromatin_state_5	14611.0	56656.3	5
59	2x	open_chromatin_state_5	13703.3	39510.6	5
60	2x	open_chromatin_state_5	20457.2	54378.4	5
61	2x	open_chromatin_state_5	16846.0	43833.2	5
62	2x	open_chromatin_state_5	41505.6	124823.0	5
63	2x	open_chromatin_state_5	30685.1	97193.9	5
64	2x	open_chromatin_state_5	25535.4	99994.7	5
65	2x	open_chromatin_state_5	31330.2	88133.9	5
66	2x	open_chromatin_state_5	19039.0	65977.6	5
67	2x	open_chromatin_state_5	41146.8	143023.0	5
68	2x	open_chromatin_state_5	22229.5	62235.0	5
69	2x	open_chromatin_state_5	45043.9	105978.1	5
70	2x	open_chromatin_state_5	17823.9	51327.0	5
