Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	3x	open_chromatin_state_9	383880.4	380762.4	.
1	3x	open_chromatin_state_9	176251.3	250338.8	1
2	3x	open_chromatin_state_9	275990.3	364239.6	2
3	3x	open_chromatin_state_9	220714.5	314868.7	3
4	3x	open_chromatin_state_9	231046.0	282116.2	4
5	3x	open_chromatin_state_9	243857.0	318825.0	5
6	3x	open_chromatin_state_9	201254.7	252171.8	6
7	3x	open_chromatin_state_9	231573.6	255686.3	7
8	3x	open_chromatin_state_9	243555.9	300199.3	8
9	3x	open_chromatin_state_9	200167.9	295453.4	9
10	3x	open_chromatin_state_9	265595.6	349790.7	10
11	3x	open_chromatin_state_9	208485.9	308331.6	11
12	3x	open_chromatin_state_9	245572.9	373856.7	12
13	3x	open_chromatin_state_9	228932.2	354890.0	13
14	3x	open_chromatin_state_9	131134.1	150586.6	14
15	3x	open_chromatin_state_9	205587.5	330596.8	15
16	3x	open_chromatin_state_9	207903.1	345431.3	16
17	3x	open_chromatin_state_9	233971.7	359794.8	17
18	3x	open_chromatin_state_9	244261.8	402010.1	18
19	3x	open_chromatin_state_9	126276.3	223618.8	19
20	3x	open_chromatin_state_9	167218.2	263505.4	20
21	3x	open_chromatin_state_9	161448.5	255918.3	21
22	3x	open_chromatin_state_9	246375.0	391849.8	22
23	3x	open_chromatin_state_9	158738.5	223919.8	23
24	3x	open_chromatin_state_9	224834.8	324563.7	24
25	3x	open_chromatin_state_9	191430.3	209415.7	25
26	3x	open_chromatin_state_9	177102.1	265187.5	26
27	3x	open_chromatin_state_9	231034.5	295913.0	27
28	3x	open_chromatin_state_9	215564.1	336452.6	28
29	3x	open_chromatin_state_9	237187.6	280627.3	29
30	3x	open_chromatin_state_9	296581.9	390330.7	30
31	3x	open_chromatin_state_9	209804.2	246332.4	31
32	3x	open_chromatin_state_9	205467.6	290123.2	32
33	3x	open_chromatin_state_9	285554.5	396932.6	33
34	3x	open_chromatin_state_9	107816.5	156802.7	34
35	3x	open_chromatin_state_9	234608.7	343396.3	35
36	3x	open_chromatin_state_9	271777.3	375109.1	36
37	3x	open_chromatin_state_9	129710.4	157088.7	37
38	3x	open_chromatin_state_9	231086.0	338135.6	38
39	3x	open_chromatin_state_9	162613.6	230096.8	39
40	3x	open_chromatin_state_9	266807.9	388125.5	40
41	3x	open_chromatin_state_9	193532.6	312962.0	41
42	3x	open_chromatin_state_9	251710.6	338774.7	42
43	3x	open_chromatin_state_9	207511.9	287356.1	43
44	3x	open_chromatin_state_9	253499.3	319786.3	44
45	3x	open_chromatin_state_9	209858.1	309259.8	45
46	3x	open_chromatin_state_9	312063.9	418841.5	46
47	3x	open_chromatin_state_9	162809.1	229899.9	47
48	3x	open_chromatin_state_9	224877.1	324291.8	48
49	3x	open_chromatin_state_9	302357.3	449975.9	49
50	3x	open_chromatin_state_9	220223.5	352569.0	50
51	3x	open_chromatin_state_9	221899.7	389730.9	51
52	3x	open_chromatin_state_9	183083.3	280967.9	52
53	3x	open_chromatin_state_9	219539.4	295805.1	53
54	3x	open_chromatin_state_9	291128.4	338947.6	54
55	3x	open_chromatin_state_9	180596.3	216004.7	55
56	3x	open_chromatin_state_9	224260.4	308880.8	56
57	3x	open_chromatin_state_9	168516.6	312785.4	57
58	3x	open_chromatin_state_9	184675.7	248604.9	58
59	3x	open_chromatin_state_9	210361.0	314834.7	59
60	3x	open_chromatin_state_9	177961.5	289471.7	60
61	3x	open_chromatin_state_9	280054.7	397472.3	61
62	3x	open_chromatin_state_9	207748.2	239330.1	62
63	3x	open_chromatin_state_9	181471.8	266947.9	63
64	3x	open_chromatin_state_9	259132.8	428611.6	64
65	3x	open_chromatin_state_9	160518.3	246229.5	65
