Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	3x	open_chromatin_state_4	2513.4	3867.0	.
1	3x	open_chromatin_state_4	8976.9	22979.8	0
2	3x	open_chromatin_state_4	15756.8	62223.7	0
3	3x	open_chromatin_state_4	6305.2	7921.9	0
4	3x	open_chromatin_state_4	5798.8	11861.8	0
5	3x	open_chromatin_state_4	12285.2	47155.9	0
6	3x	open_chromatin_state_4	11253.7	30818.1	0
7	3x	open_chromatin_state_4	8552.1	20429.6	0
8	3x	open_chromatin_state_4	18203.8	52654.9	0
9	3x	open_chromatin_state_4	13970.9	38087.0	0
10	3x	open_chromatin_state_4	5330.7	10929.6	0
11	3x	open_chromatin_state_4	15056.0	54642.2	0
12	3x	open_chromatin_state_4	8568.6	24633.4	0
13	3x	open_chromatin_state_4	12223.3	37159.1	0
14	3x	open_chromatin_state_4	18336.0	62396.1	0
15	3x	open_chromatin_state_4	24343.8	70716.6	0
16	3x	open_chromatin_state_4	9221.5	31382.5	0
17	3x	open_chromatin_state_4	18224.3	62177.0	0
18	3x	open_chromatin_state_4	7412.9	17498.6	0
19	3x	open_chromatin_state_4	12708.5	42579.6	0
20	3x	open_chromatin_state_4	13907.2	36253.8	0
21	3x	open_chromatin_state_4	15546.9	62341.0	0
22	3x	open_chromatin_state_4	12873.8	34397.9	0
23	3x	open_chromatin_state_4	4710.1	10766.4	0
24	3x	open_chromatin_state_4	20139.6	66677.6	0
25	3x	open_chromatin_state_4	9013.7	27295.3	0
26	3x	open_chromatin_state_4	9219.4	25449.4	0
27	3x	open_chromatin_state_4	14830.8	41345.9	0
28	3x	open_chromatin_state_4	27700.0	84457.7	0
29	3x	open_chromatin_state_4	4033.8	6377.1	0
30	3x	open_chromatin_state_4	10410.5	37004.0	0
31	3x	open_chromatin_state_4	12564.1	35085.7	0
32	3x	open_chromatin_state_4	3043.4	2908.4	0
33	3x	open_chromatin_state_4	4271.6	8432.0	0
34	3x	open_chromatin_state_4	14861.3	40313.5	0
35	3x	open_chromatin_state_4	42463.2	113606.2	0
36	3x	open_chromatin_state_4	15042.2	54978.8	0
37	3x	open_chromatin_state_4	31446.8	80670.2	0
38	3x	open_chromatin_state_4	5865.4	7192.0	0
39	3x	open_chromatin_state_4	18690.4	69044.0	0
40	3x	open_chromatin_state_4	7304.0	26540.9	0
41	3x	open_chromatin_state_4	5276.1	7975.2	0
42	3x	open_chromatin_state_4	3460.1	6737.0	0
43	3x	open_chromatin_state_4	10763.2	33869.0	0
44	3x	open_chromatin_state_4	24139.0	70141.5	0
45	3x	open_chromatin_state_4	6199.6	15936.6	0
46	3x	open_chromatin_state_4	2761.9	4123.2	0
47	3x	open_chromatin_state_4	4247.9	7595.7	0
48	3x	open_chromatin_state_4	9099.0	23465.7	0
49	3x	open_chromatin_state_4	20373.7	59416.3	0
50	3x	open_chromatin_state_4	8629.3	26211.9	0
51	3x	open_chromatin_state_4	14514.6	55844.1	0
52	3x	open_chromatin_state_4	20504.0	63644.1	0
53	3x	open_chromatin_state_4	6073.5	12842.8	0
54	3x	open_chromatin_state_4	23260.7	71251.8	0
55	3x	open_chromatin_state_4	18176.2	49160.7	0
56	3x	open_chromatin_state_4	12798.2	54092.1	0
57	3x	open_chromatin_state_4	21048.9	68067.8	0
58	3x	open_chromatin_state_4	11063.7	51031.3	0
59	3x	open_chromatin_state_4	4881.3	8109.5	0
60	3x	open_chromatin_state_4	17732.4	63062.4	0
61	3x	open_chromatin_state_4	9106.7	24752.7	0
62	3x	open_chromatin_state_4	10839.0	26341.9	0
63	3x	open_chromatin_state_4	17504.0	55445.9	0
64	3x	open_chromatin_state_4	9396.2	33688.7	0
65	3x	open_chromatin_state_4	7004.3	23340.0	0
66	3x	open_chromatin_state_4	4081.5	9117.8	0
67	3x	open_chromatin_state_4	16730.1	62357.9	0
68	3x	open_chromatin_state_4	24890.2	62930.9	0
69	3x	open_chromatin_state_4	6108.9	14483.5	0
70	3x	open_chromatin_state_4	13538.5	49700.2	0
71	3x	open_chromatin_state_4	11180.9	46203.3	0
