Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	2x	open_chromatin_state_8	25012.2	28844.0	.
1	2x	open_chromatin_state_8	25769.2	33054.2	0
2	2x	open_chromatin_state_8	26516.7	35766.4	0
3	2x	open_chromatin_state_8	25322.4	32093.9	0
4	2x	open_chromatin_state_8	15515.7	18410.8	1
5	2x	open_chromatin_state_8	22131.5	26580.1	2
6	2x	open_chromatin_state_8	17633.0	19751.9	3
7	2x	open_chromatin_state_8	29637.1	44984.8	3
8	2x	open_chromatin_state_8	18055.0	23909.1	4
9	2x	open_chromatin_state_8	20799.2	24781.5	5
10	2x	open_chromatin_state_8	23061.9	32711.1	6
11	2x	open_chromatin_state_8	27694.2	40494.9	6
12	2x	open_chromatin_state_8	28530.8	31554.7	6
13	2x	open_chromatin_state_8	22413.5	32388.3	7
14	2x	open_chromatin_state_8	26832.7	32097.9	7
15	2x	open_chromatin_state_8	24608.0	33147.8	8
16	2x	open_chromatin_state_8	24270.5	33807.6	9
17	2x	open_chromatin_state_8	25098.4	36052.5	9
18	2x	open_chromatin_state_8	28783.3	31149.0	9
19	2x	open_chromatin_state_8	16363.7	19396.1	10
20	2x	open_chromatin_state_8	28889.7	39186.7	10
21	2x	open_chromatin_state_8	29835.7	44092.5	10
22	2x	open_chromatin_state_8	28802.5	42342.6	10
23	2x	open_chromatin_state_8	24804.0	35843.6	11
24	2x	open_chromatin_state_8	18642.2	22462.7	12
25	2x	open_chromatin_state_8	21258.2	25716.4	13
26	2x	open_chromatin_state_8	22405.0	30679.5	14
27	2x	open_chromatin_state_8	31244.1	51051.8	14
28	2x	open_chromatin_state_8	16715.0	26539.2	15
29	2x	open_chromatin_state_8	28203.8	31693.9	15
30	2x	open_chromatin_state_8	30672.2	38892.4	15
31	2x	open_chromatin_state_8	33074.8	51483.2	15
32	2x	open_chromatin_state_8	24150.2	38619.4	16
33	2x	open_chromatin_state_8	27380.9	40978.7	16
34	2x	open_chromatin_state_8	24116.0	30122.8	17
35	2x	open_chromatin_state_8	30739.2	55663.3	17
36	2x	open_chromatin_state_8	21197.5	28076.2	18
37	2x	open_chromatin_state_8	32558.5	34394.0	18
38	2x	open_chromatin_state_8	22613.9	27061.1	19
39	2x	open_chromatin_state_8	23293.4	31422.6	20
40	2x	open_chromatin_state_8	26582.8	35366.1	20
41	2x	open_chromatin_state_8	28327.0	34149.1	20
42	2x	open_chromatin_state_8	34293.5	49312.7	20
43	2x	open_chromatin_state_8	20775.1	34911.0	21
44	2x	open_chromatin_state_8	24695.6	39614.6	22
45	2x	open_chromatin_state_8	18620.4	21281.0	23
46	2x	open_chromatin_state_8	31348.0	45696.2	23
47	2x	open_chromatin_state_8	30611.6	42096.2	23
48	2x	open_chromatin_state_8	28296.0	32775.9	23
49	2x	open_chromatin_state_8	24084.4	29038.4	24
50	2x	open_chromatin_state_8	22080.2	24253.0	25
51	2x	open_chromatin_state_8	24376.9	32654.5	26
52	2x	open_chromatin_state_8	26402.1	43381.1	26
