Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	2x	open_chromatin_state_9	302183.2	396552.6	.
1	2x	open_chromatin_state_9	275390.2	381118.3	1
2	2x	open_chromatin_state_9	175794.5	256965.4	2
3	2x	open_chromatin_state_9	174580.2	279593.9	3
4	2x	open_chromatin_state_9	189260.1	236179.4	4
5	2x	open_chromatin_state_9	265040.2	355543.6	5
6	2x	open_chromatin_state_9	260376.3	368360.3	6
7	2x	open_chromatin_state_9	208270.7	347075.9	7
8	2x	open_chromatin_state_9	277768.8	361288.3	8
9	2x	open_chromatin_state_9	234207.9	331742.8	9
10	2x	open_chromatin_state_9	334521.7	454455.0	9
11	2x	open_chromatin_state_9	154686.0	215938.2	10
12	2x	open_chromatin_state_9	231950.5	389308.4	11
13	2x	open_chromatin_state_9	290266.1	452490.9	12
14	2x	open_chromatin_state_9	310355.1	413987.5	12
15	2x	open_chromatin_state_9	265353.8	389221.9	13
16	2x	open_chromatin_state_9	285032.1	402945.9	14
17	2x	open_chromatin_state_9	210900.8	290906.5	15
18	2x	open_chromatin_state_9	233543.9	353117.4	16
19	2x	open_chromatin_state_9	245102.2	361520.5	17
20	2x	open_chromatin_state_9	213040.4	300057.5	18
21	2x	open_chromatin_state_9	224599.1	338375.6	19
22	2x	open_chromatin_state_9	207789.5	337406.1	20
23	2x	open_chromatin_state_9	204877.2	314068.8	21
24	2x	open_chromatin_state_9	309576.0	418106.1	21
25	2x	open_chromatin_state_9	213615.9	269117.3	22
26	2x	open_chromatin_state_9	248156.3	356138.5	23
27	2x	open_chromatin_state_9	267888.3	314308.6	24
28	2x	open_chromatin_state_9	326030.8	431404.3	24
29	2x	open_chromatin_state_9	209670.7	242432.5	25
30	2x	open_chromatin_state_9	132613.6	196742.0	26
31	2x	open_chromatin_state_9	229994.4	327639.7	27
32	2x	open_chromatin_state_9	196028.5	295458.6	28
33	2x	open_chromatin_state_9	211947.6	355012.9	29
34	2x	open_chromatin_state_9	264933.5	373551.5	30
35	2x	open_chromatin_state_9	192931.2	318344.1	31
36	2x	open_chromatin_state_9	244405.4	265199.7	32
37	2x	open_chromatin_state_9	213754.0	321210.8	33
38	2x	open_chromatin_state_9	156776.1	265360.9	34
