Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	2x	open_chromatin_state_4	3047.2	3175.3	.
1	2x	open_chromatin_state_4	3575.3	7743.3	0
2	2x	open_chromatin_state_4	3568.6	9970.7	0
3	2x	open_chromatin_state_4	19808.3	49522.2	0
4	2x	open_chromatin_state_4	18374.6	50371.0	0
5	2x	open_chromatin_state_4	9414.7	46774.4	0
6	2x	open_chromatin_state_4	6784.5	10777.2	0
7	2x	open_chromatin_state_4	23891.1	81913.5	0
8	2x	open_chromatin_state_4	10231.6	35948.2	0
9	2x	open_chromatin_state_4	18771.7	55462.5	0
10	2x	open_chromatin_state_4	9062.2	35457.8	0
11	2x	open_chromatin_state_4	22461.1	75846.2	0
12	2x	open_chromatin_state_4	7655.4	38338.9	0
13	2x	open_chromatin_state_4	20876.5	60023.6	0
14	2x	open_chromatin_state_4	37515.4	89615.8	0
15	2x	open_chromatin_state_4	9229.8	21270.8	0
16	2x	open_chromatin_state_4	4583.1	10917.3	0
17	2x	open_chromatin_state_4	41208.0	87202.1	0
18	2x	open_chromatin_state_4	4876.9	7435.0	0
19	2x	open_chromatin_state_4	9210.8	36096.4	0
20	2x	open_chromatin_state_4	3700.4	5915.7	0
21	2x	open_chromatin_state_4	14150.6	47996.6	0
22	2x	open_chromatin_state_4	3307.3	4507.1	0
23	2x	open_chromatin_state_4	14690.2	62150.5	0
24	2x	open_chromatin_state_4	15924.4	49600.2	0
25	2x	open_chromatin_state_4	5678.5	14764.7	0
26	2x	open_chromatin_state_4	18179.4	62483.9	0
27	2x	open_chromatin_state_4	11554.1	31280.5	0
28	2x	open_chromatin_state_4	4922.0	9799.7	0
29	2x	open_chromatin_state_4	28349.3	79671.4	0
30	2x	open_chromatin_state_4	3706.2	7675.6	0
31	2x	open_chromatin_state_4	13565.1	47211.6	0
32	2x	open_chromatin_state_4	14985.5	48140.7	0
33	2x	open_chromatin_state_4	28600.4	75365.6	0
34	2x	open_chromatin_state_4	3705.7	8078.4	0
35	2x	open_chromatin_state_4	28560.2	85659.8	0
36	2x	open_chromatin_state_4	18468.4	48309.4	0
37	2x	open_chromatin_state_4	14174.2	59788.5	0
38	2x	open_chromatin_state_4	10807.2	51212.4	0
39	2x	open_chromatin_state_4	9924.8	44825.1	0
40	2x	open_chromatin_state_4	17287.2	50217.4	0
41	2x	open_chromatin_state_4	11428.2	27854.5	0
42	2x	open_chromatin_state_4	11303.5	25292.6	0
43	2x	open_chromatin_state_4	15342.6	62704.0	0
44	2x	open_chromatin_state_4	10941.5	32264.7	0
45	2x	open_chromatin_state_4	15189.4	54130.4	0
46	2x	open_chromatin_state_4	14172.9	27627.7	0
47	2x	open_chromatin_state_4	17622.0	67705.7	0
48	2x	open_chromatin_state_4	7902.7	25493.8	0
49	2x	open_chromatin_state_4	24011.9	76191.6	0
50	2x	open_chromatin_state_4	33151.8	86508.4	0
51	2x	open_chromatin_state_4	11216.5	42974.5	0
52	2x	open_chromatin_state_4	17280.2	60127.9	0
53	2x	open_chromatin_state_4	13727.0	60512.7	0
54	2x	open_chromatin_state_4	5277.8	6794.9	0
55	2x	open_chromatin_state_4	12172.7	57966.1	0
56	2x	open_chromatin_state_4	24544.8	83486.4	0
57	2x	open_chromatin_state_4	6415.8	22728.9	0
58	2x	open_chromatin_state_4	6070.7	11782.1	0
59	2x	open_chromatin_state_4	13885.8	42877.5	0
60	2x	open_chromatin_state_4	10000.7	48370.3	0
61	2x	open_chromatin_state_4	9439.6	30207.7	0
62	2x	open_chromatin_state_4	6576.6	13102.9	0
63	2x	open_chromatin_state_4	36379.9	92502.8	0
64	2x	open_chromatin_state_4	17094.3	53225.4	0
65	2x	open_chromatin_state_4	12963.7	53255.6	0
66	2x	open_chromatin_state_4	3858.3	7430.0	0
67	2x	open_chromatin_state_4	12974.5	59315.3	0
68	2x	open_chromatin_state_4	9954.3	24124.6	0
69	2x	open_chromatin_state_4	14417.7	50226.9	0
70	2x	open_chromatin_state_4	11305.1	51481.4	0
71	2x	open_chromatin_state_4	10843.8	35547.7	0
72	2x	open_chromatin_state_4	5504.8	10256.5	0
73	2x	open_chromatin_state_4	5589.4	9185.4	0
74	2x	open_chromatin_state_4	5822.9	14593.1	0
75	2x	open_chromatin_state_4	4806.7	9202.4	0
76	2x	open_chromatin_state_4	3955.8	11834.0	0
77	2x	open_chromatin_state_4	9957.2	26565.1	0
78	2x	open_chromatin_state_4	10981.9	51028.3	0
79	2x	open_chromatin_state_4	12350.9	48933.0	0
80	2x	open_chromatin_state_4	18256.7	61533.2	0
81	2x	open_chromatin_state_4	4708.9	9709.0	0
82	2x	open_chromatin_state_4	14586.2	41880.1	0
83	2x	open_chromatin_state_4	18125.2	33272.2	0
84	2x	open_chromatin_state_4	12275.7	50886.1	0
85	2x	open_chromatin_state_4	11745.0	37064.7	0
86	2x	open_chromatin_state_4	8668.5	20926.2	0
87	2x	open_chromatin_state_4	12619.4	38344.2	0
88	2x	open_chromatin_state_4	10943.8	32848.0	0
89	2x	open_chromatin_state_4	4396.7	8888.3	0
90	2x	open_chromatin_state_4	12245.6	54686.4	0
91	2x	open_chromatin_state_4	21561.0	69252.6	0
92	2x	open_chromatin_state_4	12802.2	43188.8	0
93	2x	open_chromatin_state_4	28659.4	81705.6	0
94	2x	open_chromatin_state_4	25364.0	84566.5	0
95	2x	open_chromatin_state_4	3358.7	5068.5	0
96	2x	open_chromatin_state_4	11008.4	38564.1	0
97	2x	open_chromatin_state_4	23878.3	78969.4	0
98	2x	open_chromatin_state_4	19105.3	56632.0	0
99	2x	open_chromatin_state_4	17834.6	54012.9	0
100	2x	open_chromatin_state_4	14644.3	63417.7	0
101	2x	open_chromatin_state_4	19532.6	61714.8	0
102	2x	open_chromatin_state_4	22284.0	62828.5	0
103	2x	open_chromatin_state_4	13808.1	48981.9	0
104	2x	open_chromatin_state_4	11479.4	54529.8	0
105	2x	open_chromatin_state_4	14908.2	56704.3	0
106	2x	open_chromatin_state_4	4869.1	10112.4	0
107	2x	open_chromatin_state_4	9988.6	28473.2	0
108	2x	open_chromatin_state_4	6292.4	24424.6	0
109	2x	open_chromatin_state_4	12388.3	21330.4	0
110	2x	open_chromatin_state_4	5480.3	12079.4	0
111	2x	open_chromatin_state_4	24629.2	76673.9	0
112	2x	open_chromatin_state_4	5285.9	15566.3	0
113	2x	open_chromatin_state_4	7754.3	28167.8	0
114	2x	open_chromatin_state_4	2793.6	3039.1	1
115	2x	open_chromatin_state_4	9330.1	31758.1	1
116	2x	open_chromatin_state_4	6736.9	11922.6	1
117	2x	open_chromatin_state_4	5079.9	10441.6	1
118	2x	open_chromatin_state_4	8232.1	22295.6	1
119	2x	open_chromatin_state_4	18228.0	47629.1	1
120	2x	open_chromatin_state_4	8256.2	20726.4	1
121	2x	open_chromatin_state_4	17503.1	60597.9	1
122	2x	open_chromatin_state_4	22814.4	67934.6	1
123	2x	open_chromatin_state_4	7753.7	26500.2	1
124	2x	open_chromatin_state_4	17757.8	66172.1	1
125	2x	open_chromatin_state_4	14416.9	45928.4	1
126	2x	open_chromatin_state_4	7715.8	19268.7	1
127	2x	open_chromatin_state_4	9388.8	23815.7	1
128	2x	open_chromatin_state_4	8787.5	21828.7	1
129	2x	open_chromatin_state_4	10767.5	50655.0	1
130	2x	open_chromatin_state_4	17056.0	54293.9	1
131	2x	open_chromatin_state_4	12413.5	51092.1	1
132	2x	open_chromatin_state_4	4623.4	8328.9	1
133	2x	open_chromatin_state_4	11657.6	30254.6	1
134	2x	open_chromatin_state_4	15510.8	67940.7	1
135	2x	open_chromatin_state_4	13152.0	38462.1	1
136	2x	open_chromatin_state_4	3924.0	5874.4	1
137	2x	open_chromatin_state_4	8037.4	27606.9	1
138	2x	open_chromatin_state_4	5492.4	10677.1	1
139	2x	open_chromatin_state_4	10696.6	37742.8	1
140	2x	open_chromatin_state_4	13972.0	63001.2	1
141	2x	open_chromatin_state_4	17001.8	49420.4	1
142	2x	open_chromatin_state_4	18009.8	56096.5	1
143	2x	open_chromatin_state_4	8423.9	19938.4	1
144	2x	open_chromatin_state_4	4161.6	5348.9	1
145	2x	open_chromatin_state_4	7287.6	20535.6	1
146	2x	open_chromatin_state_4	13514.8	40936.1	1
147	2x	open_chromatin_state_4	13876.5	59392.9	1
148	2x	open_chromatin_state_4	25850.9	73530.7	1
149	2x	open_chromatin_state_4	14604.3	43606.3	1
150	2x	open_chromatin_state_4	5195.6	12840.0	1
151	2x	open_chromatin_state_4	22163.2	73992.5	1
152	2x	open_chromatin_state_4	16529.7	43355.4	1
153	2x	open_chromatin_state_4	12184.5	55879.8	1
154	2x	open_chromatin_state_4	5750.5	9734.4	1
155	2x	open_chromatin_state_4	8245.3	24581.4	1
156	2x	open_chromatin_state_4	7455.7	9758.8	1
157	2x	open_chromatin_state_4	18304.3	60282.7	1
158	2x	open_chromatin_state_4	3646.7	9848.0	1
159	2x	open_chromatin_state_4	7008.2	13416.4	1
160	2x	open_chromatin_state_4	5705.1	9078.4	1
161	2x	open_chromatin_state_4	12852.0	51642.7	1
162	2x	open_chromatin_state_4	12191.1	37914.3	1
163	2x	open_chromatin_state_4	14365.3	53850.3	1
164	2x	open_chromatin_state_4	12179.2	33355.2	1
165	2x	open_chromatin_state_4	8643.3	29900.3	1
166	2x	open_chromatin_state_4	14347.2	63741.2	1
167	2x	open_chromatin_state_4	10830.5	30358.4	1
168	2x	open_chromatin_state_4	3841.9	5569.1	1
169	2x	open_chromatin_state_4	6895.5	30242.1	1
170	2x	open_chromatin_state_4	21938.4	74360.8	1
171	2x	open_chromatin_state_4	6794.8	12614.5	1
172	2x	open_chromatin_state_4	5914.9	17073.7	1
173	2x	open_chromatin_state_4	15710.4	43446.6	1
174	2x	open_chromatin_state_4	8798.1	23485.8	1
175	2x	open_chromatin_state_4	8024.0	17835.0	1
176	2x	open_chromatin_state_4	2426.0	3415.6	2
177	2x	open_chromatin_state_4	13183.0	36469.6	2
178	2x	open_chromatin_state_4	11233.9	34578.7	2
179	2x	open_chromatin_state_4	8828.4	32009.7	2
180	2x	open_chromatin_state_4	13707.8	38811.8	2
181	2x	open_chromatin_state_4	9754.6	29045.9	2
182	2x	open_chromatin_state_4	22918.4	68363.4	2
183	2x	open_chromatin_state_4	21996.6	71272.9	2
184	2x	open_chromatin_state_4	15568.0	47093.3	2
185	2x	open_chromatin_state_4	10091.5	29162.6	2
186	2x	open_chromatin_state_4	19089.0	63880.8	2
187	2x	open_chromatin_state_4	8031.9	21372.8	2
188	2x	open_chromatin_state_4	6851.0	24433.5	2
189	2x	open_chromatin_state_4	12485.5	58004.8	2
190	2x	open_chromatin_state_4	14774.4	45757.4	2
191	2x	open_chromatin_state_4	15580.9	59657.5	2
192	2x	open_chromatin_state_4	17785.0	64079.8	2
193	2x	open_chromatin_state_4	22914.0	65395.9	2
194	2x	open_chromatin_state_4	21014.8	72154.1	2
195	2x	open_chromatin_state_4	14555.0	36596.5	2
196	2x	open_chromatin_state_4	18109.0	54432.1	2
197	2x	open_chromatin_state_4	13516.3	40387.0	2
198	2x	open_chromatin_state_4	9270.1	20120.9	2
199	2x	open_chromatin_state_4	18254.5	57547.1	2
200	2x	open_chromatin_state_4	4057.0	4927.1	2
201	2x	open_chromatin_state_4	21324.2	77781.2	2
202	2x	open_chromatin_state_4	12115.5	41980.0	2
203	2x	open_chromatin_state_4	7025.5	16309.8	2
204	2x	open_chromatin_state_4	14734.7	45583.9	2
205	2x	open_chromatin_state_4	24708.0	62019.8	2
206	2x	open_chromatin_state_4	3938.3	7612.7	2
207	2x	open_chromatin_state_4	7107.7	14241.4	2
208	2x	open_chromatin_state_4	11665.2	31221.7	2
209	2x	open_chromatin_state_4	9372.3	43584.0	2
210	2x	open_chromatin_state_4	10994.6	57391.1	2
211	2x	open_chromatin_state_4	5143.6	20683.7	2
212	2x	open_chromatin_state_4	15039.2	44233.6	2
213	2x	open_chromatin_state_4	16781.9	54531.1	2
214	2x	open_chromatin_state_4	15821.2	43658.2	2
215	2x	open_chromatin_state_4	7308.5	19963.7	2
216	2x	open_chromatin_state_4	13867.6	58304.5	2
217	2x	open_chromatin_state_4	15790.7	47595.2	2
218	2x	open_chromatin_state_4	20525.9	42741.7	2
219	2x	open_chromatin_state_4	6599.7	14246.8	2
220	2x	open_chromatin_state_4	8158.1	18009.8	2
221	2x	open_chromatin_state_4	25257.2	88359.6	2
222	2x	open_chromatin_state_4	9758.7	26746.7	2
223	2x	open_chromatin_state_4	5103.7	9668.3	2
224	2x	open_chromatin_state_4	14632.0	52653.7	2
225	2x	open_chromatin_state_4	2555.8	3538.9	3
226	2x	open_chromatin_state_4	4231.1	6898.5	3
227	2x	open_chromatin_state_4	7206.0	18961.9	3
228	2x	open_chromatin_state_4	21119.0	54861.3	3
229	2x	open_chromatin_state_4	10762.2	21985.0	3
230	2x	open_chromatin_state_4	6818.8	22973.6	3
231	2x	open_chromatin_state_4	5577.5	12368.3	3
232	2x	open_chromatin_state_4	4821.2	13852.7	3
233	2x	open_chromatin_state_4	9622.1	20502.3	3
234	2x	open_chromatin_state_4	16051.1	48271.5	3
235	2x	open_chromatin_state_4	29736.4	88393.4	3
236	2x	open_chromatin_state_4	14480.7	39473.4	3
237	2x	open_chromatin_state_4	6943.6	24686.9	3
238	2x	open_chromatin_state_4	8510.1	35484.0	3
239	2x	open_chromatin_state_4	17641.8	49381.6	3
240	2x	open_chromatin_state_4	16555.1	57004.3	3
241	2x	open_chromatin_state_4	20344.0	64408.1	3
242	2x	open_chromatin_state_4	7805.3	16701.9	3
243	2x	open_chromatin_state_4	5567.1	12621.6	3
244	2x	open_chromatin_state_4	13809.0	48198.6	3
245	2x	open_chromatin_state_4	3694.3	5860.5	3
246	2x	open_chromatin_state_4	4814.4	8479.6	3
247	2x	open_chromatin_state_4	19181.4	57010.5	3
248	2x	open_chromatin_state_4	16254.5	46561.9	3
249	2x	open_chromatin_state_4	9644.1	22946.0	3
250	2x	open_chromatin_state_4	11775.6	42917.1	3
251	2x	open_chromatin_state_4	16140.2	45625.7	3
252	2x	open_chromatin_state_4	14272.9	47824.6	3
253	2x	open_chromatin_state_4	4138.9	9954.8	3
254	2x	open_chromatin_state_4	19211.3	60158.4	3
255	2x	open_chromatin_state_4	9626.5	25908.0	3
256	2x	open_chromatin_state_4	6633.9	16123.1	3
257	2x	open_chromatin_state_4	10802.0	33740.7	3
258	2x	open_chromatin_state_4	6024.4	24422.5	3
259	2x	open_chromatin_state_4	20423.0	64253.4	3
260	2x	open_chromatin_state_4	13052.5	55669.6	3
261	2x	open_chromatin_state_4	7841.4	23177.5	3
262	2x	open_chromatin_state_4	30239.4	86250.7	3
263	2x	open_chromatin_state_4	12978.5	41886.1	3
264	2x	open_chromatin_state_4	15621.9	46714.6	3
265	2x	open_chromatin_state_4	16316.6	60044.0	3
266	2x	open_chromatin_state_4	10872.7	27739.7	3
267	2x	open_chromatin_state_4	20795.2	51809.0	3
268	2x	open_chromatin_state_4	4103.9	6960.1	3
269	2x	open_chromatin_state_4	10406.2	30238.0	3
270	2x	open_chromatin_state_4	11350.9	51502.4	3
271	2x	open_chromatin_state_4	26653.8	66902.1	3
272	2x	open_chromatin_state_4	15240.7	44652.8	3
273	2x	open_chromatin_state_4	3159.5	5201.3	3
274	2x	open_chromatin_state_4	19876.6	63419.7	3
275	2x	open_chromatin_state_4	9628.9	31236.8	3
276	2x	open_chromatin_state_4	27147.9	59397.4	3
277	2x	open_chromatin_state_4	4350.1	14191.1	3
278	2x	open_chromatin_state_4	11435.1	50716.8	3
279	2x	open_chromatin_state_4	4875.4	6356.5	3
280	2x	open_chromatin_state_4	3919.7	7299.4	3
281	2x	open_chromatin_state_4	15568.6	54340.5	3
282	2x	open_chromatin_state_4	16922.8	59154.6	3
283	2x	open_chromatin_state_4	3069.0	5763.8	3
284	2x	open_chromatin_state_4	28411.1	68028.0	3
285	2x	open_chromatin_state_4	13280.0	41934.6	3
286	2x	open_chromatin_state_4	5729.6	22286.6	3
287	2x	open_chromatin_state_4	18171.5	71595.2	3
288	2x	open_chromatin_state_4	16528.0	59196.3	3
289	2x	open_chromatin_state_4	21321.0	67384.1	3
290	2x	open_chromatin_state_4	3996.8	4953.2	3
291	2x	open_chromatin_state_4	27354.2	81614.0	3
292	2x	open_chromatin_state_4	5343.1	14640.6	3
293	2x	open_chromatin_state_4	3952.6	5738.6	3
294	2x	open_chromatin_state_4	10400.0	19150.4	3
295	2x	open_chromatin_state_4	5544.6	10747.0	3
296	2x	open_chromatin_state_4	8062.6	30140.4	3
297	2x	open_chromatin_state_4	11553.5	35674.8	3
298	2x	open_chromatin_state_4	7335.6	18193.2	3
299	2x	open_chromatin_state_4	12666.4	27863.3	3
300	2x	open_chromatin_state_4	11200.0	30364.9	3
301	2x	open_chromatin_state_4	6718.3	18942.7	3
302	2x	open_chromatin_state_4	10246.6	27284.0	3
303	2x	open_chromatin_state_4	25307.5	75999.2	3
304	2x	open_chromatin_state_4	8307.0	17493.8	3
305	2x	open_chromatin_state_4	3445.6	6309.0	3
306	2x	open_chromatin_state_4	13191.2	52339.2	3
307	2x	open_chromatin_state_4	3521.5	4303.3	3
308	2x	open_chromatin_state_4	10139.2	39916.9	3
309	2x	open_chromatin_state_4	10331.0	20536.4	3
310	2x	open_chromatin_state_4	11205.2	29437.6	3
311	2x	open_chromatin_state_4	22039.7	71108.6	3
312	2x	open_chromatin_state_4	11336.0	39669.8	3
313	2x	open_chromatin_state_4	8955.7	34391.4	3
314	2x	open_chromatin_state_4	16615.9	55236.1	3
315	2x	open_chromatin_state_4	16039.2	60897.5	3
316	2x	open_chromatin_state_4	4091.8	5467.2	3
317	2x	open_chromatin_state_4	7482.2	22342.8	3
318	2x	open_chromatin_state_4	5788.0	13797.0	3
319	2x	open_chromatin_state_4	10799.7	19684.9	3
320	2x	open_chromatin_state_4	18895.3	64491.7	3
321	2x	open_chromatin_state_4	3324.7	5857.3	3
322	2x	open_chromatin_state_4	17821.1	64472.9	3
323	2x	open_chromatin_state_4	7174.9	21195.1	3
324	2x	open_chromatin_state_4	16168.4	49701.4	3
325	2x	open_chromatin_state_4	12935.1	46696.6	3
326	2x	open_chromatin_state_4	18206.9	48953.5	3
327	2x	open_chromatin_state_4	6543.2	15801.8	3
328	2x	open_chromatin_state_4	11578.4	35479.1	3
329	2x	open_chromatin_state_4	14309.4	52058.6	3
330	2x	open_chromatin_state_4	9994.3	21198.6	3
331	2x	open_chromatin_state_4	17767.5	45476.2	3
332	2x	open_chromatin_state_4	11679.6	34142.0	3
333	2x	open_chromatin_state_4	17561.8	67380.5	3
334	2x	open_chromatin_state_4	9187.7	30227.9	3
335	2x	open_chromatin_state_4	17415.5	44443.9	3
336	2x	open_chromatin_state_4	5763.3	17070.9	3
337	2x	open_chromatin_state_4	10297.2	30873.7	3
338	2x	open_chromatin_state_4	15091.5	61094.4	3
339	2x	open_chromatin_state_4	9754.2	25338.6	3
340	2x	open_chromatin_state_4	8724.9	20712.4	3
341	2x	open_chromatin_state_4	13836.6	45559.9	3
342	2x	open_chromatin_state_4	4387.9	7791.6	3
343	2x	open_chromatin_state_4	7864.8	14209.4	3
344	2x	open_chromatin_state_4	2674.0	4123.6	4
345	2x	open_chromatin_state_4	18060.5	71322.0	4
346	2x	open_chromatin_state_4	9726.5	40164.6	4
347	2x	open_chromatin_state_4	12181.6	37005.4	4
348	2x	open_chromatin_state_4	5287.9	9598.1	4
349	2x	open_chromatin_state_4	13850.7	44598.5	4
350	2x	open_chromatin_state_4	9073.3	25909.5	4
351	2x	open_chromatin_state_4	3006.4	3671.6	5
352	2x	open_chromatin_state_4	13902.1	43416.4	5
353	2x	open_chromatin_state_4	10401.0	28127.2	5
354	2x	open_chromatin_state_4	5699.1	17751.2	5
355	2x	open_chromatin_state_4	12217.0	41636.1	5
356	2x	open_chromatin_state_4	19925.9	70326.0	5
