Run	Real_ratio	Bp	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	0.0000	1000	DNA_replication_origin	44000	30356252	0	0.00	1060390	3.49	0.0000	0	0	0	
0	1.3428	1000	DNAseI_hypersensitive_site	44000	30356252	7737	17.58	3975065	13.09	1.3428	0	0	0	
0	1.3201	1000	gene	44000	30356252	30603	69.55	15993854	52.69	1.3201	0	0	0	
0	1.5493	1000	open_chromatin_state_1	44000	30356252	7740	17.59	3446760	11.35	1.5493	0	0	0	
0	1.7623	1000	open_chromatin_state_2	44000	30356252	7900	17.95	3092750	10.19	1.7623	0	0	0	
0	1.4253	1000	open_chromatin_state_3	44000	30356252	6438	14.63	3116412	10.27	1.4253	0	0	0	
0	0.6846	1000	open_chromatin_state_4	44000	30356252	4737	10.77	4773663	15.73	0.6846	0	0	0	
0	0.5691	1000	open_chromatin_state_5	44000	30356252	3645	8.28	4418805	14.56	0.5691	0	0	0	
0	1.4304	1000	open_chromatin_state_6	44000	30356252	6852	15.57	3304918	10.89	1.4304	0	0	0	
0	0.7294	1000	open_chromatin_state_7	44000	30356252	3306	7.51	3127194	10.30	0.7294	0	0	0	
0	0.9734	1000	open_chromatin_state_8	44000	30356252	3382	7.69	2397068	7.90	0.9734	0	0	0	
0	0.0000	1000	open_chromatin_state_9	44000	30356252	0	0.00	2677200	8.82	0.0000	0	0	0	
0	0.0000	1000	pseudogene	44000	30356252	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.5827	1000	satellite	44000	30356252	1608	3.65	1903971	6.27	0.5827	0	0	0	
0	0.3211	1000	transposable_element	44000	30356252	2360	5.36	5069970	16.70	0.3211	0	0	0	
1	0.0000	1000	DNA_replication_origin	44000	30356252	1325	3.01	1059065	3.49	0.8632	1	0	0	
1	1.3428	1000	DNAseI_hypersensitive_site	44000	30356252	6239	14.18	3976563	13.10	1.0824	0	0	1	*****
1	1.3201	1000	gene	44000	30356252	26049	59.20	15998408	52.70	1.1233	0	0	1	*****
1	1.5493	1000	open_chromatin_state_1	44000	30356252	5120	11.64	3449380	11.36	1.0241	0	0	1	*****
1	1.7623	1000	open_chromatin_state_2	44000	30356252	2875	6.53	3097775	10.20	0.6403	0	0	1	*****
1	1.4253	1000	open_chromatin_state_3	44000	30356252	6590	14.98	3116260	10.27	1.4590	1	0	0	
1	0.6846	1000	open_chromatin_state_4	44000	30356252	4560	10.36	4773840	15.73	0.6590	0	0	1	
1	0.5691	1000	open_chromatin_state_5	44000	30356252	8449	19.20	4414001	14.54	1.3206	1	0	0	*****
1	1.4304	1000	open_chromatin_state_6	44000	30356252	3261	7.41	3308509	10.90	0.6800	0	0	1	*****
1	0.7294	1000	open_chromatin_state_7	44000	30356252	5103	11.60	3125397	10.30	1.1265	1	0	0	*****
1	0.9734	1000	open_chromatin_state_8	44000	30356252	3885	8.83	2396565	7.89	1.1184	1	0	0	*****
1	0.0000	1000	open_chromatin_state_9	44000	30356252	4157	9.45	2673043	8.81	1.0729	1	0	0	
1	0.0000	1000	pseudogene	44000	30356252	1000	2.27	224503	0.74	3.0731	1	0	0	
1	0.5827	1000	satellite	44000	30356252	2885	6.56	1902694	6.27	1.0461	1	0	0	*****
1	0.3211	1000	transposable_element	44000	30356252	5322	12.10	5067008	16.69	0.7246	1	0	0	*****
2	0.0000	1000	DNA_replication_origin	44000	30356252	1000	2.27	1059390	3.49	0.6512	2	0	0	
2	1.3428	1000	DNAseI_hypersensitive_site	44000	30356252	3825	8.69	3978977	13.11	0.6632	0	0	2	*****
2	1.3201	1000	gene	44000	30356252	18550	42.16	16005907	52.73	0.7996	0	0	2	*****
2	1.5493	1000	open_chromatin_state_1	44000	30356252	5371	12.21	3449129	11.36	1.0743	0	0	2	*****
2	1.7623	1000	open_chromatin_state_2	44000	30356252	654	1.49	3099996	10.21	0.1455	0	0	2	*****
2	1.4253	1000	open_chromatin_state_3	44000	30356252	5621	12.78	3117229	10.27	1.2441	1	0	1	
2	0.6846	1000	open_chromatin_state_4	44000	30356252	6006	13.65	4772394	15.72	0.8682	1	0	1	
2	0.5691	1000	open_chromatin_state_5	44000	30356252	4926	11.20	4417524	14.55	0.7693	2	0	0	*****
2	1.4304	1000	open_chromatin_state_6	44000	30356252	3752	8.53	3308018	10.90	0.7825	0	0	2	*****
2	0.7294	1000	open_chromatin_state_7	44000	30356252	4158	9.45	3126342	10.30	0.9176	2	0	0	*****
2	0.9734	1000	open_chromatin_state_8	44000	30356252	4769	10.84	2395681	7.89	1.3734	2	0	0	*****
2	0.0000	1000	open_chromatin_state_9	44000	30356252	8743	19.87	2668457	8.79	2.2605	2	0	0	
2	0.0000	1000	pseudogene	44000	30356252	0	0.00	225503	0.74	0.0000	1	1	0	
2	0.5827	1000	satellite	44000	30356252	4397	9.99	1901182	6.26	1.5956	2	0	0	*****
2	0.3211	1000	transposable_element	44000	30356252	12571	28.57	5059759	16.67	1.7141	2	0	0	*****
3	0.0000	1000	DNA_replication_origin	44000	30356252	4000	9.09	1056390	3.48	2.6123	3	0	0	
3	1.3428	1000	DNAseI_hypersensitive_site	44000	30356252	5078	11.54	3977724	13.10	0.8808	0	0	3	*****
3	1.3201	1000	gene	44000	30356252	22123	50.28	16002334	52.72	0.9538	0	0	3	*****
3	1.5493	1000	open_chromatin_state_1	44000	30356252	4130	9.39	3450370	11.37	0.8258	0	0	3	*****
3	1.7623	1000	open_chromatin_state_2	44000	30356252	4634	10.53	3096016	10.20	1.0326	0	0	3	*****
3	1.4253	1000	open_chromatin_state_3	44000	30356252	3905	8.88	3118945	10.27	0.8638	1	0	2	
3	0.6846	1000	open_chromatin_state_4	44000	30356252	5869	13.34	4772531	15.72	0.8484	2	0	1	
3	0.5691	1000	open_chromatin_state_5	44000	30356252	5362	12.19	4417088	14.55	0.8375	3	0	0	*****
3	1.4304	1000	open_chromatin_state_6	44000	30356252	4893	11.12	3306877	10.89	1.0208	0	0	3	*****
3	0.7294	1000	open_chromatin_state_7	44000	30356252	6097	13.86	3124403	10.29	1.3463	3	0	0	*****
3	0.9734	1000	open_chromatin_state_8	44000	30356252	6013	13.67	2394437	7.89	1.7325	3	0	0	*****
3	0.0000	1000	open_chromatin_state_9	44000	30356252	3097	7.04	2674103	8.81	0.7990	3	0	0	
3	0.0000	1000	pseudogene	44000	30356252	0	0.00	225503	0.74	0.0000	1	2	0	
3	0.5827	1000	satellite	44000	30356252	2462	5.60	1903117	6.27	0.8925	3	0	0	*****
3	0.3211	1000	transposable_element	44000	30356252	8265	18.78	5064065	16.68	1.1260	3	0	0	*****
4	0.0000	1000	DNA_replication_origin	44000	30356252	1000	2.27	1059390	3.49	0.6512	4	0	0	
4	1.3428	1000	DNAseI_hypersensitive_site	44000	30356252	7541	17.14	3975261	13.10	1.3088	0	0	4	*****
4	1.3201	1000	gene	44000	30356252	20973	47.67	16003484	52.72	0.9042	0	0	4	*****
4	1.5493	1000	open_chromatin_state_1	44000	30356252	4433	10.08	3450067	11.37	0.8865	0	0	4	*****
4	1.7623	1000	open_chromatin_state_2	44000	30356252	5782	13.14	3094868	10.20	1.2889	0	0	4	*****
4	1.4253	1000	open_chromatin_state_3	44000	30356252	3326	7.56	3119524	10.28	0.7356	1	0	3	
4	0.6846	1000	open_chromatin_state_4	44000	30356252	8017	18.22	4770383	15.71	1.1595	3	0	1	
4	0.5691	1000	open_chromatin_state_5	44000	30356252	7113	16.17	4415337	14.55	1.1114	4	0	0	*****
4	1.4304	1000	open_chromatin_state_6	44000	30356252	4609	10.47	3307161	10.89	0.9615	0	0	4	*****
4	0.7294	1000	open_chromatin_state_7	44000	30356252	6297	14.31	3124203	10.29	1.3906	4	0	0	*****
4	0.9734	1000	open_chromatin_state_8	44000	30356252	2677	6.08	2397773	7.90	0.7703	3	0	1	
4	0.0000	1000	open_chromatin_state_9	44000	30356252	1746	3.97	2675454	8.81	0.4502	4	0	0	
4	0.0000	1000	pseudogene	44000	30356252	395	0.90	225108	0.74	1.2106	2	2	0	
4	0.5827	1000	satellite	44000	30356252	3526	8.01	1902053	6.27	1.2790	4	0	0	*****
4	0.3211	1000	transposable_element	44000	30356252	4986	11.33	5067344	16.69	0.6788	4	0	0	*****
5	0.0000	1000	DNA_replication_origin	44000	30356252	2296	5.22	1058094	3.49	1.4971	5	0	0	
5	1.3428	1000	DNAseI_hypersensitive_site	44000	30356252	4634	10.53	3978168	13.10	0.8037	0	0	5	*****
5	1.3201	1000	gene	44000	30356252	25576	58.13	15998881	52.70	1.1029	0	0	5	*****
5	1.5493	1000	open_chromatin_state_1	44000	30356252	3866	8.79	3450634	11.37	0.7730	0	0	5	*****
5	1.7623	1000	open_chromatin_state_2	44000	30356252	4029	9.16	3096621	10.20	0.8976	0	0	5	*****
5	1.4253	1000	open_chromatin_state_3	44000	30356252	6693	15.21	3116157	10.27	1.4818	2	0	3	
5	0.6846	1000	open_chromatin_state_4	44000	30356252	5639	12.82	4772761	15.72	0.8151	4	0	1	
5	0.5691	1000	open_chromatin_state_5	44000	30356252	6674	15.17	4415776	14.55	1.0427	5	0	0	*****
5	1.4304	1000	open_chromatin_state_6	44000	30356252	4570	10.39	3307200	10.89	0.9533	0	0	5	*****
5	0.7294	1000	open_chromatin_state_7	44000	30356252	5851	13.30	3124649	10.29	1.2919	5	0	0	*****
5	0.9734	1000	open_chromatin_state_8	44000	30356252	2258	5.13	2398192	7.90	0.6496	3	0	2	
5	0.0000	1000	open_chromatin_state_9	44000	30356252	4420	10.05	2672780	8.80	1.1409	5	0	0	
5	0.0000	1000	pseudogene	44000	30356252	0	0.00	225503	0.74	0.0000	2	3	0	
5	0.5827	1000	satellite	44000	30356252	2422	5.50	1903157	6.27	0.8780	5	0	0	*****
5	0.3211	1000	transposable_element	44000	30356252	8891	20.21	5063439	16.68	1.2114	5	0	0	*****
6	0.0000	1000	DNA_replication_origin	44000	30356252	2000	4.55	1058390	3.49	1.3037	6	0	0	
6	1.3428	1000	DNAseI_hypersensitive_site	44000	30356252	4146	9.42	3978656	13.11	0.7189	0	0	6	*****
6	1.3201	1000	gene	44000	30356252	25216	57.31	15999241	52.70	1.0874	0	0	6	*****
6	1.5493	1000	open_chromatin_state_1	44000	30356252	4164	9.46	3450336	11.37	0.8326	0	0	6	*****
6	1.7623	1000	open_chromatin_state_2	44000	30356252	4367	9.93	3096283	10.20	0.9731	0	0	6	*****
6	1.4253	1000	open_chromatin_state_3	44000	30356252	4878	11.09	3117972	10.27	1.0794	2	0	4	
6	0.6846	1000	open_chromatin_state_4	44000	30356252	7749	17.61	4770651	15.72	1.1206	5	0	1	
6	0.5691	1000	open_chromatin_state_5	44000	30356252	7261	16.50	4415189	14.54	1.1346	6	0	0	*****
6	1.4304	1000	open_chromatin_state_6	44000	30356252	5581	12.68	3306189	10.89	1.1646	0	0	6	*****
6	0.7294	1000	open_chromatin_state_7	44000	30356252	5000	11.36	3125500	10.30	1.1037	6	0	0	*****
6	0.9734	1000	open_chromatin_state_8	44000	30356252	1542	3.50	2398908	7.90	0.4435	3	0	3	
6	0.0000	1000	open_chromatin_state_9	44000	30356252	3458	7.86	2673742	8.81	0.8923	6	0	0	
6	0.0000	1000	pseudogene	44000	30356252	214	0.49	225289	0.74	0.6553	3	3	0	
6	0.5827	1000	satellite	44000	30356252	2373	5.39	1903206	6.27	0.8602	6	0	0	*****
6	0.3211	1000	transposable_element	44000	30356252	6681	15.18	5065649	16.69	0.9099	6	0	0	*****
7	0.0000	1000	DNA_replication_origin	44000	30356252	648	1.47	1059742	3.49	0.4219	7	0	0	
