Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	3x	open_chromatin_state_8	28835.1	34593.6	.
1	3x	open_chromatin_state_8	26660.9	35579.8	1
2	3x	open_chromatin_state_8	34063.2	40486.8	1
3	3x	open_chromatin_state_8	17093.2	23996.5	2
4	3x	open_chromatin_state_8	23216.7	34112.2	3
5	3x	open_chromatin_state_8	19701.7	34080.1	4
6	3x	open_chromatin_state_8	24952.1	40192.3	5
7	3x	open_chromatin_state_8	31345.3	42018.5	5
8	3x	open_chromatin_state_8	23424.9	29085.5	6
9	3x	open_chromatin_state_8	19409.8	29924.2	7
10	3x	open_chromatin_state_8	20336.5	31466.4	8
11	3x	open_chromatin_state_8	18592.5	25712.4	9
12	3x	open_chromatin_state_8	29661.2	47267.3	9
13	3x	open_chromatin_state_8	30022.2	30916.9	9
14	3x	open_chromatin_state_8	23283.2	31024.4	10
15	3x	open_chromatin_state_8	15300.8	23937.8	11
16	3x	open_chromatin_state_8	20814.4	25973.1	12
17	3x	open_chromatin_state_8	20970.6	25823.2	13
18	3x	open_chromatin_state_8	26859.4	40447.5	14
19	3x	open_chromatin_state_8	23426.5	45154.9	15
20	3x	open_chromatin_state_8	21575.0	31225.7	16
21	3x	open_chromatin_state_8	26590.8	37676.5	17
22	3x	open_chromatin_state_8	30064.5	35549.8	17
23	3x	open_chromatin_state_8	18101.4	23015.0	18
24	3x	open_chromatin_state_8	17624.5	24829.4	19
25	3x	open_chromatin_state_8	33687.4	48450.8	19
26	3x	open_chromatin_state_8	28770.5	44123.5	20
27	3x	open_chromatin_state_8	35364.8	44552.2	20
28	3x	open_chromatin_state_8	24848.9	34198.0	21
29	3x	open_chromatin_state_8	22281.8	29027.6	22
30	3x	open_chromatin_state_8	31393.6	48128.6	22
31	3x	open_chromatin_state_8	19627.2	27140.7	23
32	3x	open_chromatin_state_8	34591.3	43773.2	23
33	3x	open_chromatin_state_8	30164.5	46951.3	23
34	3x	open_chromatin_state_8	24811.0	40345.6	24
35	3x	open_chromatin_state_8	10422.8	11929.6	25
36	3x	open_chromatin_state_8	20247.2	21952.1	26
37	3x	open_chromatin_state_8	19517.8	31919.2	27
38	3x	open_chromatin_state_8	29494.3	41066.9	27
39	3x	open_chromatin_state_8	20893.6	28487.1	28
40	3x	open_chromatin_state_8	29238.7	43605.9	28
41	3x	open_chromatin_state_8	15211.7	26975.6	29
42	3x	open_chromatin_state_8	21681.9	30387.8	30
43	3x	open_chromatin_state_8	23758.2	32959.2	31
44	3x	open_chromatin_state_8	18436.2	22985.1	32
45	3x	open_chromatin_state_8	16202.6	17421.6	33
46	3x	open_chromatin_state_8	32689.2	39885.0	33
47	3x	open_chromatin_state_8	24991.0	33942.8	34
48	3x	open_chromatin_state_8	26112.0	31536.6	35
49	3x	open_chromatin_state_8	24025.5	27173.8	36
50	3x	open_chromatin_state_8	21385.5	26643.4	37
51	3x	open_chromatin_state_8	27829.1	48666.1	38
52	3x	open_chromatin_state_8	27254.0	25920.4	39
53	3x	open_chromatin_state_8	28960.2	38877.3	39
54	3x	open_chromatin_state_8	26406.0	29710.4	40
55	3x	open_chromatin_state_8	33777.9	50436.0	40
56	3x	open_chromatin_state_8	28021.8	34301.8	41
57	3x	open_chromatin_state_8	21653.9	27656.3	42
58	3x	open_chromatin_state_8	29313.8	38409.3	42
59	3x	open_chromatin_state_8	21545.7	24161.4	43
60	3x	open_chromatin_state_8	26824.9	37688.3	44
61	3x	open_chromatin_state_8	31096.0	41810.0	44
62	3x	open_chromatin_state_8	25425.9	38293.2	45
63	3x	open_chromatin_state_8	19035.6	24847.0	46
64	3x	open_chromatin_state_8	26916.9	28913.9	47
65	3x	open_chromatin_state_8	21029.7	25000.1	48
66	3x	open_chromatin_state_8	35775.3	50079.6	48
67	3x	open_chromatin_state_8	27168.8	36267.5	49
68	3x	open_chromatin_state_8	23851.5	27458.6	50
69	3x	open_chromatin_state_8	25259.9	35859.6	51
70	3x	open_chromatin_state_8	22947.9	29454.7	52
71	3x	open_chromatin_state_8	27383.5	34879.5	53
72	3x	open_chromatin_state_8	23429.1	28007.0	54
73	3x	open_chromatin_state_8	32511.8	49955.9	54
74	3x	open_chromatin_state_8	24749.8	38382.7	55
75	3x	open_chromatin_state_8	31356.1	39510.6	55
76	3x	open_chromatin_state_8	16989.8	18463.9	56
77	3x	open_chromatin_state_8	28524.0	33435.9	57
78	3x	open_chromatin_state_8	28279.1	30771.2	58
79	3x	open_chromatin_state_8	22607.8	38499.5	59
80	3x	open_chromatin_state_8	35881.2	46106.6	59
81	3x	open_chromatin_state_8	21558.6	28600.4	60
82	3x	open_chromatin_state_8	21814.0	30894.2	61
83	3x	open_chromatin_state_8	20580.8	28652.7	62
84	3x	open_chromatin_state_8	11184.8	13379.9	63
85	3x	open_chromatin_state_8	23509.6	27814.9	64
86	3x	open_chromatin_state_8	24158.7	32309.6	65
87	3x	open_chromatin_state_8	26733.9	30749.2	66
88	3x	open_chromatin_state_8	22958.2	35829.7	67
89	3x	open_chromatin_state_8	23019.3	26560.9	68
90	3x	open_chromatin_state_8	20888.8	28527.9	69
91	3x	open_chromatin_state_8	20833.3	33485.2	70
92	3x	open_chromatin_state_8	23125.7	30298.8	71
93	3x	open_chromatin_state_8	17508.0	23543.5	72
94	3x	open_chromatin_state_8	21443.4	29616.3	73
95	3x	open_chromatin_state_8	31050.2	42169.2	73
96	3x	open_chromatin_state_8	18198.9	21748.1	74
97	3x	open_chromatin_state_8	22269.1	21950.5	75
98	3x	open_chromatin_state_8	21815.6	43917.0	76
99	3x	open_chromatin_state_8	21276.0	26951.9	77
100	3x	open_chromatin_state_8	19930.4	20813.2	78
101	3x	open_chromatin_state_8	23401.4	27882.1	79
102	3x	open_chromatin_state_8	25952.8	34878.7	80
103	3x	open_chromatin_state_8	18618.7	24862.8	81
104	3x	open_chromatin_state_8	24268.4	30600.8	82
105	3x	open_chromatin_state_8	21792.4	28405.4	83
106	3x	open_chromatin_state_8	19941.1	25581.5	84
107	3x	open_chromatin_state_8	23818.9	40819.6	85
108	3x	open_chromatin_state_8	20124.4	26695.5	86
109	3x	open_chromatin_state_8	30935.6	44908.4	86
110	3x	open_chromatin_state_8	23150.9	35936.9	87
111	3x	open_chromatin_state_8	23313.3	32980.9	88
112	3x	open_chromatin_state_8	24990.3	48604.9	89
113	3x	open_chromatin_state_8	20135.4	27556.4	90
114	3x	open_chromatin_state_8	20316.3	26321.2	91
115	3x	open_chromatin_state_8	34815.7	45898.0	91
116	3x	open_chromatin_state_8	22972.5	25880.3	92
117	3x	open_chromatin_state_8	22471.4	30038.8	93
118	3x	open_chromatin_state_8	15793.3	19317.4	94
119	3x	open_chromatin_state_8	32465.5	44826.5	94
120	3x	open_chromatin_state_8	37360.4	52315.5	94
121	3x	open_chromatin_state_8	25479.7	32964.0	95
122	3x	open_chromatin_state_8	21080.2	34259.3	96
123	3x	open_chromatin_state_8	22400.6	34025.1	97
124	3x	open_chromatin_state_8	26367.8	34079.7	98
125	3x	open_chromatin_state_8	29287.5	38825.2	98
126	3x	open_chromatin_state_8	31381.4	41220.9	98
127	3x	open_chromatin_state_8	37758.2	45343.3	98
128	3x	open_chromatin_state_8	30949.5	45643.5	98
129	3x	open_chromatin_state_8	24289.6	37295.3	99
130	3x	open_chromatin_state_8	26935.3	32325.7	100
131	3x	open_chromatin_state_8	19160.5	21421.0	101
132	3x	open_chromatin_state_8	24454.0	40696.8	102
133	3x	open_chromatin_state_8	21876.5	30681.5	103
134	3x	open_chromatin_state_8	27103.2	42705.4	104
135	3x	open_chromatin_state_8	27899.4	29089.4	105
136	3x	open_chromatin_state_8	21443.1	31823.3	106
137	3x	open_chromatin_state_8	20395.6	26814.5	107
138	3x	open_chromatin_state_8	20201.3	25451.0	108
139	3x	open_chromatin_state_8	19803.3	27409.7	109
140	3x	open_chromatin_state_8	21730.0	22608.7	110
141	3x	open_chromatin_state_8	19717.6	23962.9	111
142	3x	open_chromatin_state_8	25421.1	28839.7	112
143	3x	open_chromatin_state_8	30330.8	34651.5	112
144	3x	open_chromatin_state_8	28596.4	32277.7	113
145	3x	open_chromatin_state_8	29465.1	27946.5	113
146	3x	open_chromatin_state_8	16928.3	21149.3	114
147	3x	open_chromatin_state_8	29307.8	38861.2	114
148	3x	open_chromatin_state_8	23783.5	32417.0	115
149	3x	open_chromatin_state_8	27801.6	39317.1	116
150	3x	open_chromatin_state_8	29131.5	46133.6	116
151	3x	open_chromatin_state_8	33939.0	48442.0	116
152	3x	open_chromatin_state_8	22027.7	28862.3	117
153	3x	open_chromatin_state_8	26048.8	35486.4	118
154	3x	open_chromatin_state_8	29810.4	42653.6	118
155	3x	open_chromatin_state_8	31131.1	35307.6	118
156	3x	open_chromatin_state_8	29555.0	42230.9	118
157	3x	open_chromatin_state_8	39750.7	56126.6	118
158	3x	open_chromatin_state_8	26184.0	33424.5	119
159	3x	open_chromatin_state_8	27808.4	34505.1	120
160	3x	open_chromatin_state_8	30271.2	48950.1	120
161	3x	open_chromatin_state_8	22731.4	37167.8	121
162	3x	open_chromatin_state_8	23445.5	45460.6	122
163	3x	open_chromatin_state_8	24335.0	41398.8	123
164	3x	open_chromatin_state_8	26077.6	35069.5	124
165	3x	open_chromatin_state_8	16153.3	18463.3	125
166	3x	open_chromatin_state_8	20308.8	26300.3	126
167	3x	open_chromatin_state_8	26553.9	37031.3	127
168	3x	open_chromatin_state_8	18313.7	26972.7	128
169	3x	open_chromatin_state_8	19756.0	25936.3	129
170	3x	open_chromatin_state_8	19888.2	29817.5	130
171	3x	open_chromatin_state_8	18796.5	21792.2	131
172	3x	open_chromatin_state_8	27251.0	39063.7	132
173	3x	open_chromatin_state_8	20313.2	30248.2	133
174	3x	open_chromatin_state_8	20646.2	23537.4	134
175	3x	open_chromatin_state_8	24342.1	42998.9	135
176	3x	open_chromatin_state_8	31138.7	35057.5	135
177	3x	open_chromatin_state_8	26546.8	36238.1	136
178	3x	open_chromatin_state_8	21926.0	28537.2	137
179	3x	open_chromatin_state_8	22650.3	30892.6	138
180	3x	open_chromatin_state_8	18069.1	21343.1	139
181	3x	open_chromatin_state_8	16790.0	23664.2	140
182	3x	open_chromatin_state_8	18559.5	28586.0	141
183	3x	open_chromatin_state_8	22561.6	29794.8	142
184	3x	open_chromatin_state_8	29971.5	37963.9	142
185	3x	open_chromatin_state_8	29974.7	41745.0	142
186	3x	open_chromatin_state_8	23960.7	29976.1	143
187	3x	open_chromatin_state_8	23931.5	32423.5	144
188	3x	open_chromatin_state_8	29224.1	34213.2	144
189	3x	open_chromatin_state_8	32536.9	45515.4	144
190	3x	open_chromatin_state_8	21317.1	29362.4	145
191	3x	open_chromatin_state_8	17795.4	30425.8	146
192	3x	open_chromatin_state_8	26122.0	34356.8	147
193	3x	open_chromatin_state_8	17679.5	25922.2	148
194	3x	open_chromatin_state_8	23727.8	36332.9	149
195	3x	open_chromatin_state_8	25244.0	38195.7	150
196	3x	open_chromatin_state_8	30399.5	35816.5	150
197	3x	open_chromatin_state_8	19975.8	30686.5	151
198	3x	open_chromatin_state_8	26960.3	36910.6	152
199	3x	open_chromatin_state_8	17522.7	21637.8	153
200	3x	open_chromatin_state_8	24409.0	27243.8	154
201	3x	open_chromatin_state_8	26336.2	31943.4	155
202	3x	open_chromatin_state_8	35262.8	45574.9	155
203	3x	open_chromatin_state_8	23307.8	26502.1	156
204	3x	open_chromatin_state_8	18375.2	22630.5	157
205	3x	open_chromatin_state_8	26989.2	33309.2	158
206	3x	open_chromatin_state_8	31188.9	31042.5	158
207	3x	open_chromatin_state_8	29723.3	50342.4	158
208	3x	open_chromatin_state_8	24354.4	28028.5	159
209	3x	open_chromatin_state_8	33052.8	38515.0	159
210	3x	open_chromatin_state_8	20350.5	26229.1	160
211	3x	open_chromatin_state_8	24060.8	34493.7	161
212	3x	open_chromatin_state_8	23831.1	40073.5	162
213	3x	open_chromatin_state_8	21755.9	25103.0	163
214	3x	open_chromatin_state_8	20984.7	32051.6	164
215	3x	open_chromatin_state_8	29977.0	27241.7	164
216	3x	open_chromatin_state_8	21247.4	22302.4	165
217	3x	open_chromatin_state_8	22359.0	35887.7	166
218	3x	open_chromatin_state_8	25022.3	31096.7	167
219	3x	open_chromatin_state_8	16542.2	23413.0	168
220	3x	open_chromatin_state_8	24485.8	27608.4	169
221	3x	open_chromatin_state_8	26527.5	38753.5	170
222	3x	open_chromatin_state_8	23995.4	29298.4	171
223	3x	open_chromatin_state_8	19940.9	29744.3	172
224	3x	open_chromatin_state_8	25698.7	34089.8	173
225	3x	open_chromatin_state_8	20674.9	30292.8	174
226	3x	open_chromatin_state_8	22987.1	27050.4	175
227	3x	open_chromatin_state_8	27598.4	35148.7	176
228	3x	open_chromatin_state_8	22901.0	45471.8	177
229	3x	open_chromatin_state_8	28623.5	49011.9	178
