Run	Real_ratio	Bp	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	0.8585	100	CDS	3000	30356471	753	25.10	8875581	29.24	0.8585	0	0	0	
0	0.9543	100	DNA_replication_origin	3000	30356471	100	3.33	1060290	3.49	0.9543	0	0	0	
0	1.4784	100	DNAseI_hypersensitive_site	3000	30356471	581	19.37	3976745	13.10	1.4784	0	0	0	
0	0.8671	100	exon	3000	30356471	1080	36.00	12603803	41.52	0.8671	0	0	0	
0	2.5508	100	five_prime_UTR	3000	30356471	214	7.13	848913	2.80	2.5508	0	0	0	
0	1.0655	100	gene	3000	30356471	1685	56.17	16002084	52.71	1.0655	0	0	0	
0	1.0276	100	mRNA	3000	30356471	1785	59.50	17576640	57.90	1.0276	0	0	0	
0	0.0000	100	miRNA	3000	30356471	0	0.00	9336	0.03	0.0000	0	0	0	
0	0.0000	100	ncRNA	3000	30356471	0	0.00	183696	0.61	0.0000	0	0	0	
0	0.9775	100	open_chromatin_state_1	3000	30356471	333	11.10	3447267	11.36	0.9775	0	0	0	
0	1.9494	100	open_chromatin_state_2	3000	30356471	596	19.87	3093718	10.19	1.9494	0	0	0	
0	0.9017	100	open_chromatin_state_3	3000	30356471	278	9.27	3119872	10.28	0.9017	0	0	0	
0	0.6391	100	open_chromatin_state_4	3000	30356471	301	10.03	4765649	15.70	0.6391	0	0	0	
0	1.6034	100	open_chromatin_state_5	3000	30356471	700	23.33	4417700	14.55	1.6034	0	0	0	
0	0.6119	100	open_chromatin_state_6	3000	30356471	200	6.67	3307150	10.89	0.6119	0	0	0	
0	0.9447	100	open_chromatin_state_7	3000	30356471	292	9.73	3127658	10.30	0.9447	0	0	0	
0	0.8431	100	open_chromatin_state_8	3000	30356471	200	6.67	2400250	7.91	0.8431	0	0	0	
0	0.3780	100	open_chromatin_state_9	3000	30356471	100	3.33	2677100	8.82	0.3780	0	0	0	
0	1.0418	100	protein	3000	30356471	1400	46.67	13598379	44.80	1.0418	0	0	0	
0	0.0000	100	pseudogene	3000	30356471	0	0.00	225503	0.74	0.0000	0	0	0	
0	0.0000	100	pseudogenic_exon	3000	30356471	0	0.00	207487	0.68	0.0000	0	0	0	
0	0.0000	100	pseudogenic_transcript	3000	30356471	0	0.00	225503	0.74	0.0000	0	0	0	
