Run	Real_ratio	Bp	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	1.0584	10000	CDS	300000	30059471	92782	30.93	8783552	29.22	1.0584	0	0	0	
0	1.4244	10000	DNA_replication_origin	300000	30059471	14863	4.95	1045527	3.48	1.4244	0	0	0	
0	1.3153	10000	DNAseI_hypersensitive_site	300000	30059471	51533	17.18	3925793	13.06	1.3153	0	0	0	
0	1.0134	10000	exon	300000	30059471	126203	42.07	12478680	41.51	1.0134	0	0	0	
0	1.3360	10000	five_prime_UTR	300000	30059471	11173	3.72	837954	2.79	1.3360	0	0	0	
0	1.0818	10000	gene	300000	30059471	170946	56.98	15832823	52.67	1.0818	0	0	0	
0	1.0445	10000	mRNA	300000	30059471	181360	60.45	17397065	57.88	1.0445	0	0	0	
0	0.0000	10000	miRNA	300000	30059471	0	0.00	9336	0.03	0.0000	0	0	0	
0	2.1837	10000	ncRNA	300000	30059471	3918	1.31	179778	0.60	2.1837	0	0	0	
0	0.9471	10000	open_chromatin_state_1	300000	30059471	32282	10.76	3415318	11.36	0.9471	0	0	0	
0	1.4265	10000	open_chromatin_state_2	300000	30059471	43436	14.48	3050878	10.15	1.4265	0	0	0	
0	1.2237	10000	open_chromatin_state_3	300000	30059471	37645	12.55	3082505	10.25	1.2237	0	0	0	
0	1.1322	10000	open_chromatin_state_4	300000	30059471	53253	17.75	4712697	15.68	1.1322	0	0	0	
0	1.3668	10000	open_chromatin_state_5	300000	30059471	59459	19.82	4358941	14.50	1.3668	0	0	0	
0	0.6644	10000	open_chromatin_state_6	300000	30059471	21787	7.26	3285563	10.93	0.6644	0	0	0	
0	0.7893	10000	open_chromatin_state_7	300000	30059471	24449	8.15	3103501	10.32	0.7893	0	0	0	
0	0.6029	10000	open_chromatin_state_8	300000	30059471	14358	4.79	2386092	7.94	0.6029	0	0	0	
0	0.5014	10000	open_chromatin_state_9	300000	30059471	13331	4.44	2663869	8.86	0.5014	0	0	0	
0	1.0712	10000	protein	300000	30059471	143854	47.95	13455925	44.76	1.0712	0	0	0	
0	0.0000	10000	pseudogene	300000	30059471	0	0.00	225503	0.75	0.0000	0	0	0	
0	0.0000	10000	pseudogenic_exon	300000	30059471	0	0.00	207487	0.69	0.0000	0	0	0	
0	0.0000	10000	pseudogenic_transcript	300000	30059471	0	0.00	225503	0.75	0.0000	0	0	0	
0	0.9193	10000	satellite	300000	30059471	17309	5.77	1886613	6.28	0.9193	0	0	0	
0	0.0000	10000	snRNA	300000	30059471	0	0.00	337	0.00	0.0000	0	0	0	
0	0.0000	10000	snoRNA	300000	30059471	0	0.00	2174	0.01	0.0000	0	0	0	
0	0.0000	10000	tRNA	300000	30059471	0	0.00	15340	0.05	0.0000	0	0	0	
0	1.1155	10000	three_prime_UTR	300000	30059471	14509	4.84	1303235	4.34	1.1155	0	0	0	
0	0.6484	10000	transposable_element	300000	30059471	32605	10.87	5038640	16.76	0.6484	0	0	0	
0	0.6349	10000	transposable_element_gene	300000	30059471	10694	3.56	1687716	5.61	0.6349	0	0	0	
0	0.6654	10000	transposon_fragment	300000	30059471	32605	10.87	4909772	16.33	0.6654	0	0	0	
1	1.0584	10000	CDS	293750	30065721	88576	30.15	8787758	29.23	1.0316	0	0	1	*****
1	1.4244	10000	DNA_replication_origin	293750	30065721	8722	2.97	1051668	3.50	0.8489	0	0	1	*****
1	1.3153	10000	DNAseI_hypersensitive_site	293750	30065721	45581	15.52	3931745	13.08	1.1866	0	0	1	*****
1	1.0134	10000	exon	293750	30065721	123909	42.18	12480974	41.51	1.0161	1	0	0	
1	1.3360	10000	five_prime_UTR	293750	30065721	8458	2.88	840669	2.80	1.0298	0	0	1	*****
1	1.0818	10000	gene	293750	30065721	146477	49.86	15857292	52.74	0.9454	0	0	1	*****
1	1.0445	10000	mRNA	293750	30065721	160569	54.66	17417856	57.93	0.9435	0	0	1	*****
1	0.0000	10000	miRNA	293750	30065721	0	0.00	9336	0.03	0.0000	0	1	0	
1	2.1837	10000	ncRNA	293750	30065721	1953	0.66	181743	0.60	1.0999	0	0	1	*****
1	0.9471	10000	open_chromatin_state_1	293750	30065721	39288	13.37	3408312	11.34	1.1798	1	0	0	*****
1	1.4265	10000	open_chromatin_state_2	293750	30065721	35074	11.94	3059240	10.18	1.1735	0	0	1	*****
1	1.2237	10000	open_chromatin_state_3	293750	30065721	29702	10.11	3090448	10.28	0.9837	0	0	1	*****
1	1.1322	10000	open_chromatin_state_4	293750	30065721	35743	12.17	4730207	15.73	0.7734	0	0	1	*****
1	1.3668	10000	open_chromatin_state_5	293750	30065721	31758	10.81	4386642	14.59	0.7410	0	0	1	*****
1	0.6644	10000	open_chromatin_state_6	293750	30065721	33824	11.51	3273526	10.89	1.0576	1	0	0	*****
1	0.7893	10000	open_chromatin_state_7	293750	30065721	28629	9.75	3099321	10.31	0.9454	1	0	0	*****
1	0.6029	10000	open_chromatin_state_8	293750	30065721	21284	7.25	2379166	7.91	0.9156	1	0	0	*****
1	0.5014	10000	open_chromatin_state_9	293750	30065721	38448	13.09	2638752	8.78	1.4913	1	0	0	*****
1	1.0712	10000	protein	293750	30065721	122697	41.77	13477082	44.83	0.9318	0	0	1	*****
1	0.0000	10000	pseudogene	293750	30065721	1686	0.57	223817	0.74	0.7710	1	0	0	
1	0.0000	10000	pseudogenic_exon	293750	30065721	1686	0.57	205801	0.68	0.8385	1	0	0	
1	0.0000	10000	pseudogenic_transcript	293750	30065721	1686	0.57	223817	0.74	0.7710	1	0	0	
1	0.9193	10000	satellite	293750	30065721	16106	5.48	1887816	6.28	0.8732	0	0	1	
