Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	3x	open_chromatin_state_6	6313.4	7786.0	.
1	3x	open_chromatin_state_6	12353.0	36861.5	0
2	3x	open_chromatin_state_6	11387.3	32062.5	0
3	3x	open_chromatin_state_6	15465.5	45984.7	0
4	3x	open_chromatin_state_6	7953.0	13113.1	0
5	3x	open_chromatin_state_6	8345.4	19847.9	0
6	3x	open_chromatin_state_6	16663.4	36048.7	0
7	3x	open_chromatin_state_6	13052.9	38152.5	0
8	3x	open_chromatin_state_6	13991.6	51904.5	0
9	3x	open_chromatin_state_6	5552.1	5863.9	1
10	3x	open_chromatin_state_6	16024.3	53364.0	1
11	3x	open_chromatin_state_6	10884.2	24266.3	1
12	3x	open_chromatin_state_6	6494.2	13323.4	1
13	3x	open_chromatin_state_6	21690.3	68776.3	1
14	3x	open_chromatin_state_6	10119.0	15717.5	1
15	3x	open_chromatin_state_6	14757.9	49105.0	1
16	3x	open_chromatin_state_6	8615.7	16079.5	1
17	3x	open_chromatin_state_6	10310.0	19462.0	1
18	3x	open_chromatin_state_6	5976.2	12798.0	2
19	3x	open_chromatin_state_6	15476.9	51860.8	2
20	3x	open_chromatin_state_6	11434.7	21210.6	2
21	3x	open_chromatin_state_6	9153.8	25141.6	2
22	3x	open_chromatin_state_6	4232.0	6396.2	3
23	3x	open_chromatin_state_6	17270.0	53671.9	3
24	3x	open_chromatin_state_6	4558.1	4955.9	4
25	3x	open_chromatin_state_6	6879.0	9903.8	4
26	3x	open_chromatin_state_6	15645.9	43225.6	4
27	3x	open_chromatin_state_6	15954.5	57739.4	4
28	3x	open_chromatin_state_6	11390.8	22895.8	4
29	3x	open_chromatin_state_6	8872.2	13148.3	4
30	3x	open_chromatin_state_6	9011.5	30170.0	4
31	3x	open_chromatin_state_6	8810.2	17869.4	4
32	3x	open_chromatin_state_6	6189.7	6318.0	5
33	3x	open_chromatin_state_6	5114.3	7904.7	6
34	3x	open_chromatin_state_6	15135.1	35709.2	6
35	3x	open_chromatin_state_6	5450.8	9448.0	7
36	3x	open_chromatin_state_6	13740.9	39188.9	7
37	3x	open_chromatin_state_6	10196.9	20160.2	7
38	3x	open_chromatin_state_6	19858.7	44022.1	7
39	3x	open_chromatin_state_6	8354.7	11811.9	7
40	3x	open_chromatin_state_6	8625.0	15067.3	7
41	3x	open_chromatin_state_6	12520.2	27857.9	7
42	3x	open_chromatin_state_6	4999.8	7123.2	8
43	3x	open_chromatin_state_6	8086.7	11460.3	8
44	3x	open_chromatin_state_6	8101.3	16757.8	8
45	3x	open_chromatin_state_6	17824.3	58957.7	8
46	3x	open_chromatin_state_6	5247.2	6662.2	9
47	3x	open_chromatin_state_6	26521.8	62764.5	9
48	3x	open_chromatin_state_6	8042.0	11437.1	9
49	3x	open_chromatin_state_6	8896.5	22907.3	9
50	3x	open_chromatin_state_6	4700.9	6046.1	10
51	3x	open_chromatin_state_6	24909.2	67720.5	10
52	3x	open_chromatin_state_6	14976.0	31631.8	10
53	3x	open_chromatin_state_6	11079.9	33211.6	10
54	3x	open_chromatin_state_6	10309.1	17382.2	10
55	3x	open_chromatin_state_6	6871.3	16105.9	10
56	3x	open_chromatin_state_6	15984.5	42981.9	10
57	3x	open_chromatin_state_6	15667.7	56327.2	10
58	3x	open_chromatin_state_6	20779.5	61060.2	10
59	3x	open_chromatin_state_6	11328.7	46224.3	10
60	3x	open_chromatin_state_6	10119.8	30329.5	10
61	3x	open_chromatin_state_6	5626.4	7060.7	11
62	3x	open_chromatin_state_6	23272.6	71475.5	11
63	3x	open_chromatin_state_6	13334.8	39461.0	11
64	3x	open_chromatin_state_6	5592.2	8189.4	12
65	3x	open_chromatin_state_6	7596.1	17671.4	12
66	3x	open_chromatin_state_6	5643.1	7862.6	13
67	3x	open_chromatin_state_6	19989.3	62350.5	13
68	3x	open_chromatin_state_6	9354.7	22551.2	13
69	3x	open_chromatin_state_6	11672.1	44953.7	13
70	3x	open_chromatin_state_6	5834.1	13773.8	14
71	3x	open_chromatin_state_6	8197.0	10180.8	14
72	3x	open_chromatin_state_6	32582.9	77833.2	14
73	3x	open_chromatin_state_6	18765.1	46890.5	14
74	3x	open_chromatin_state_6	8000.5	14858.4	14
75	3x	open_chromatin_state_6	17118.3	54730.5	14
76	3x	open_chromatin_state_6	12111.3	31636.1	14
77	3x	open_chromatin_state_6	13474.9	45329.2	14
78	3x	open_chromatin_state_6	10417.5	30700.3	14
79	3x	open_chromatin_state_6	14471.8	38429.0	14
80	3x	open_chromatin_state_6	7467.5	11377.5	14
81	3x	open_chromatin_state_6	8440.1	14856.8	14
82	3x	open_chromatin_state_6	15996.5	37896.8	14
83	3x	open_chromatin_state_6	7568.5	20544.3	14
84	3x	open_chromatin_state_6	13340.9	50610.0	14
85	3x	open_chromatin_state_6	8653.0	14624.3	14
86	3x	open_chromatin_state_6	19631.9	59883.8	14
87	3x	open_chromatin_state_6	6012.1	6715.0	15
88	3x	open_chromatin_state_6	10331.6	19914.1	15
89	3x	open_chromatin_state_6	10555.5	22315.1	15
90	3x	open_chromatin_state_6	12883.6	46171.3	15
91	3x	open_chromatin_state_6	5533.4	7727.1	16
92	3x	open_chromatin_state_6	24432.7	62515.4	16
93	3x	open_chromatin_state_6	10270.0	23298.1	16
94	3x	open_chromatin_state_6	11017.6	29074.1	16
95	3x	open_chromatin_state_6	14466.5	42924.9	16
96	3x	open_chromatin_state_6	13171.0	34451.8	16
97	3x	open_chromatin_state_6	22890.9	63875.6	16
98	3x	open_chromatin_state_6	15400.6	38804.5	16
99	3x	open_chromatin_state_6	5190.3	6752.2	17
100	3x	open_chromatin_state_6	5596.9	10036.0	18
101	3x	open_chromatin_state_6	20650.0	70684.6	18
102	3x	open_chromatin_state_6	8805.8	16532.9	18
103	3x	open_chromatin_state_6	11550.5	39257.2	18
104	3x	open_chromatin_state_6	4636.1	5626.3	19
105	3x	open_chromatin_state_6	17160.8	50656.2	19
106	3x	open_chromatin_state_6	6647.6	12352.5	19
107	3x	open_chromatin_state_6	14769.4	57992.6	19
108	3x	open_chromatin_state_6	13202.0	42935.4	19
109	3x	open_chromatin_state_6	18914.3	63871.0	19
110	3x	open_chromatin_state_6	15179.1	40884.7	19
111	3x	open_chromatin_state_6	12396.9	46746.3	19
112	3x	open_chromatin_state_6	5640.4	6617.4	20
113	3x	open_chromatin_state_6	4855.1	7390.7	21
114	3x	open_chromatin_state_6	16493.2	56813.3	21
115	3x	open_chromatin_state_6	6536.0	8714.6	21
116	3x	open_chromatin_state_6	13877.0	29930.6	21
117	3x	open_chromatin_state_6	8760.8	18827.2	21
118	3x	open_chromatin_state_6	10388.3	32399.1	21
119	3x	open_chromatin_state_6	14705.3	46146.6	21
120	3x	open_chromatin_state_6	24216.7	65268.5	21
121	3x	open_chromatin_state_6	9317.0	22102.9	21
122	3x	open_chromatin_state_6	16330.3	36401.1	21
123	3x	open_chromatin_state_6	24809.3	73547.9	21
124	3x	open_chromatin_state_6	4808.6	6518.8	22
125	3x	open_chromatin_state_6	18700.8	62456.6	22
126	3x	open_chromatin_state_6	8786.9	25221.6	22
127	3x	open_chromatin_state_6	29651.3	83874.4	22
128	3x	open_chromatin_state_6	13458.7	39177.9	22
129	3x	open_chromatin_state_6	12605.2	45196.1	22
130	3x	open_chromatin_state_6	7597.9	14975.4	22
131	3x	open_chromatin_state_6	17991.1	58124.1	22
132	3x	open_chromatin_state_6	13104.0	47676.4	22
133	3x	open_chromatin_state_6	19336.7	51664.6	22
134	3x	open_chromatin_state_6	5030.7	5477.6	23
135	3x	open_chromatin_state_6	14169.4	51397.6	23
136	3x	open_chromatin_state_6	9746.0	18907.0	23
137	3x	open_chromatin_state_6	13070.9	38704.7	23
138	3x	open_chromatin_state_6	11958.1	25261.5	23
139	3x	open_chromatin_state_6	13273.0	46943.7	23
140	3x	open_chromatin_state_6	14793.6	52184.7	23
141	3x	open_chromatin_state_6	4911.0	6712.5	24
142	3x	open_chromatin_state_6	6412.5	9029.0	24
143	3x	open_chromatin_state_6	8816.0	12971.0	24
144	3x	open_chromatin_state_6	17466.0	56790.0	24
145	3x	open_chromatin_state_6	10009.2	25128.9	24
146	3x	open_chromatin_state_6	9949.7	26675.0	24
147	3x	open_chromatin_state_6	17389.0	54240.2	24
148	3x	open_chromatin_state_6	8092.9	20120.2	24
149	3x	open_chromatin_state_6	10884.1	20338.5	24
150	3x	open_chromatin_state_6	10988.3	25319.4	24
151	3x	open_chromatin_state_6	6904.0	8405.2	24
152	3x	open_chromatin_state_6	6124.6	12595.1	25
153	3x	open_chromatin_state_6	8335.8	15112.6	25
154	3x	open_chromatin_state_6	18007.2	46539.1	25
155	3x	open_chromatin_state_6	4226.7	4766.1	26
156	3x	open_chromatin_state_6	13655.6	43257.1	26
157	3x	open_chromatin_state_6	22632.8	64698.5	26
158	3x	open_chromatin_state_6	8092.9	16998.3	26
159	3x	open_chromatin_state_6	15929.8	48109.4	26
160	3x	open_chromatin_state_6	17301.2	57242.5	26
161	3x	open_chromatin_state_6	5405.1	5475.5	27
162	3x	open_chromatin_state_6	5716.8	9090.1	28
163	3x	open_chromatin_state_6	37357.9	98023.2	28
164	3x	open_chromatin_state_6	15402.7	60370.3	28
165	3x	open_chromatin_state_6	24382.3	77077.9	28
166	3x	open_chromatin_state_6	28371.8	76432.1	28
167	3x	open_chromatin_state_6	12350.9	33527.6	28
168	3x	open_chromatin_state_6	10505.3	34791.2	28
169	3x	open_chromatin_state_6	14993.9	52165.8	28
170	3x	open_chromatin_state_6	13628.9	46684.2	28
171	3x	open_chromatin_state_6	14463.9	46335.6	28
