Run	Copy_number	Feature	Average_distance_to_nearest_feature	Standard_deviation	#_of_times_shuffled_average_was_below_real_average
0	2x	open_chromatin_state_6	3795.5	5860.4	.
1	2x	open_chromatin_state_6	20684.9	58246.4	0
2	2x	open_chromatin_state_6	12472.3	27951.4	0
3	2x	open_chromatin_state_6	23424.9	72712.0	0
4	2x	open_chromatin_state_6	10456.1	16848.5	0
5	2x	open_chromatin_state_6	10397.0	23787.1	0
6	2x	open_chromatin_state_6	5538.9	9716.5	0
7	2x	open_chromatin_state_6	15418.4	54557.2	0
8	2x	open_chromatin_state_6	8323.8	13033.6	0
9	2x	open_chromatin_state_6	13663.9	59720.5	0
10	2x	open_chromatin_state_6	10628.9	16794.3	0
11	2x	open_chromatin_state_6	26623.2	70844.5	0
12	2x	open_chromatin_state_6	14306.0	34646.6	0
13	2x	open_chromatin_state_6	21206.2	55347.3	0
14	2x	open_chromatin_state_6	16680.9	46259.7	0
15	2x	open_chromatin_state_6	20527.1	58500.4	0
16	2x	open_chromatin_state_6	15783.5	48378.2	0
17	2x	open_chromatin_state_6	11790.7	29550.2	0
18	2x	open_chromatin_state_6	21437.6	71538.8	0
19	2x	open_chromatin_state_6	21493.7	63816.9	0
20	2x	open_chromatin_state_6	8926.0	17583.1	0
21	2x	open_chromatin_state_6	28960.8	73960.2	0
22	2x	open_chromatin_state_6	15878.8	40432.8	0
23	2x	open_chromatin_state_6	3959.9	4427.6	0
24	2x	open_chromatin_state_6	5646.2	12304.0	0
25	2x	open_chromatin_state_6	7497.3	17152.1	0
26	2x	open_chromatin_state_6	28741.8	72298.0	0
27	2x	open_chromatin_state_6	14353.9	59052.6	0
28	2x	open_chromatin_state_6	5898.3	7641.5	0
29	2x	open_chromatin_state_6	5002.4	5833.3	0
30	2x	open_chromatin_state_6	26285.6	79920.6	0
31	2x	open_chromatin_state_6	5713.6	7545.4	0
32	2x	open_chromatin_state_6	5247.5	7117.3	0
33	2x	open_chromatin_state_6	15506.6	35990.7	0
34	2x	open_chromatin_state_6	6532.5	8179.3	0
35	2x	open_chromatin_state_6	8801.5	22523.6	0
36	2x	open_chromatin_state_6	6829.8	16110.4	0
37	2x	open_chromatin_state_6	11623.8	26661.0	0
38	2x	open_chromatin_state_6	10830.7	20406.1	0
39	2x	open_chromatin_state_6	7400.9	22065.8	0
40	2x	open_chromatin_state_6	13507.2	41540.0	0
41	2x	open_chromatin_state_6	10057.8	33544.2	0
42	2x	open_chromatin_state_6	12754.8	47087.9	0
43	2x	open_chromatin_state_6	12028.4	45495.1	0
44	2x	open_chromatin_state_6	14223.9	42697.3	0
45	2x	open_chromatin_state_6	11634.7	24438.6	0
46	2x	open_chromatin_state_6	6564.2	10293.1	0
47	2x	open_chromatin_state_6	11075.6	17839.6	0
48	2x	open_chromatin_state_6	19771.0	54019.1	0
49	2x	open_chromatin_state_6	12881.1	23320.2	0
50	2x	open_chromatin_state_6	9000.6	27124.1	0
51	2x	open_chromatin_state_6	6116.4	14492.1	0
52	2x	open_chromatin_state_6	7928.6	13906.3	0
53	2x	open_chromatin_state_6	15687.2	50880.5	0
54	2x	open_chromatin_state_6	14647.7	59567.1	0
55	2x	open_chromatin_state_6	9445.0	17571.6	0
56	2x	open_chromatin_state_6	10041.8	18942.3	0
57	2x	open_chromatin_state_6	16096.4	45001.3	0
58	2x	open_chromatin_state_6	6448.9	13340.6	0
59	2x	open_chromatin_state_6	4784.0	7534.8	0
60	2x	open_chromatin_state_6	8105.2	16652.0	0
61	2x	open_chromatin_state_6	10246.7	16884.3	0
62	2x	open_chromatin_state_6	6003.7	7309.0	0
63	2x	open_chromatin_state_6	21317.6	64033.8	0
64	2x	open_chromatin_state_6	6340.5	15981.2	0
65	2x	open_chromatin_state_6	6586.4	11833.5	0
66	2x	open_chromatin_state_6	12990.3	49487.9	0
67	2x	open_chromatin_state_6	17700.8	56345.8	0
68	2x	open_chromatin_state_6	28223.5	87306.7	0
69	2x	open_chromatin_state_6	14869.5	52777.0	0
70	2x	open_chromatin_state_6	5525.5	10684.7	0
71	2x	open_chromatin_state_6	11351.5	36315.0	0
72	2x	open_chromatin_state_6	19833.0	71847.6	0
73	2x	open_chromatin_state_6	5175.0	9751.4	0
74	2x	open_chromatin_state_6	11249.0	43541.2	0
75	2x	open_chromatin_state_6	18559.7	60157.7	0
76	2x	open_chromatin_state_6	14225.3	44372.0	0
77	2x	open_chromatin_state_6	19274.0	54786.7	0
78	2x	open_chromatin_state_6	14475.6	53248.7	0
79	2x	open_chromatin_state_6	6704.9	8491.6	0
80	2x	open_chromatin_state_6	18581.7	52565.0	0
81	2x	open_chromatin_state_6	9254.6	17120.4	0
82	2x	open_chromatin_state_6	6398.2	10502.2	0
83	2x	open_chromatin_state_6	8919.3	16376.4	0
84	2x	open_chromatin_state_6	7361.8	12853.3	0
85	2x	open_chromatin_state_6	7579.1	13448.8	0
86	2x	open_chromatin_state_6	10417.9	42525.8	0
87	2x	open_chromatin_state_6	11330.5	21427.1	0
88	2x	open_chromatin_state_6	15285.7	44128.0	0
89	2x	open_chromatin_state_6	16857.0	33491.5	0
90	2x	open_chromatin_state_6	7193.6	11897.9	0
91	2x	open_chromatin_state_6	13240.7	46024.8	0
92	2x	open_chromatin_state_6	4343.9	4886.4	0
93	2x	open_chromatin_state_6	6505.6	8342.2	0
94	2x	open_chromatin_state_6	5558.1	8567.9	0
95	2x	open_chromatin_state_6	11198.1	20877.6	0
96	2x	open_chromatin_state_6	9872.9	20598.1	0
97	2x	open_chromatin_state_6	18148.4	60640.7	0
98	2x	open_chromatin_state_6	7235.7	10829.4	0
99	2x	open_chromatin_state_6	15582.4	47300.0	0
100	2x	open_chromatin_state_6	10855.8	28273.9	0
101	2x	open_chromatin_state_6	7907.2	17693.4	0
102	2x	open_chromatin_state_6	15882.5	41934.1	0
103	2x	open_chromatin_state_6	9914.7	28003.0	0
104	2x	open_chromatin_state_6	12581.6	28109.5	0
105	2x	open_chromatin_state_6	18514.7	62023.5	0
106	2x	open_chromatin_state_6	16012.0	47608.5	0
107	2x	open_chromatin_state_6	13168.2	51901.6	0
108	2x	open_chromatin_state_6	6123.9	9532.0	0
109	2x	open_chromatin_state_6	13378.5	49993.5	0
110	2x	open_chromatin_state_6	16339.7	41677.8	0
111	2x	open_chromatin_state_6	11580.8	34945.0	0
112	2x	open_chromatin_state_6	19852.4	54839.2	0
113	2x	open_chromatin_state_6	15945.0	46268.9	0
114	2x	open_chromatin_state_6	14899.0	43279.1	0
115	2x	open_chromatin_state_6	10152.0	28417.3	0
116	2x	open_chromatin_state_6	15893.2	43702.3	0
117	2x	open_chromatin_state_6	11062.1	20583.3	0
118	2x	open_chromatin_state_6	30947.2	83616.6	0
119	2x	open_chromatin_state_6	20933.1	47780.9	0
120	2x	open_chromatin_state_6	11665.3	30634.3	0
121	2x	open_chromatin_state_6	16098.4	54660.7	0
122	2x	open_chromatin_state_6	7986.5	16440.5	0
123	2x	open_chromatin_state_6	13460.8	39334.4	0
124	2x	open_chromatin_state_6	11481.0	32405.7	0
125	2x	open_chromatin_state_6	11090.2	26082.2	0
126	2x	open_chromatin_state_6	5723.0	7778.2	0
127	2x	open_chromatin_state_6	5551.6	7740.9	0
